RealTimeStep Cycle rho   rhoV[0]   rhoV[1]   rhoV[2]   rhoE   rhok   rhoOmega   probe1@MHH@63.3_V_x   probe1@MHH@63.3_V_y   probe1@MHH@63.3_V_z   probe1@MHH@63.3_ti   probe2@MHH@63.3_V_x   probe2@MHH@63.3_V_y   probe2@MHH@63.3_V_z   probe2@MHH@63.3_ti   probe3@MHH@63.3_V_x   probe3@MHH@63.3_V_y   probe3@MHH@63.3_V_z   probe3@MHH@63.3_ti   T001_omega   T001_power   T001_uref   T003_omega   T003_power   T003_uref   T002_omega   T002_power   T002_uref 
0 1 8.85089833E-08   4.38770439E-06   5.98508450E-07   6.40893575E-07   3.21928837E-07   1.26382545E-07   9.88827233E-05   9.95111370E+00   -2.39140703E-03   1.06487228E-02   1.05601922E-01   9.93747520E+00   -5.49446139E-03   -7.09137740E-03   1.05746023E-01   9.95132828E+00   -2.65708510E-02   -5.56365773E-03   1.05598703E-01   1.68640375E+00   2.15215250E+06   9.69701195E+00   1.68640053E+00   2.15241250E+06   9.69962311E+00   1.68640423E+00   2.15211700E+06   9.69665623E+00 
0 10 2.54199534E-07   3.63911181E-06   1.75104572E-06   1.23499512E-06   8.75317482E-07   1.00670539E-09   1.24138251E-06   9.55878639E+00   -7.41480440E-02   5.53625636E-02   1.09933764E-01   9.54196358E+00   -1.09304547E-01   7.28876283E-03   1.10106736E-01   9.54674911E+00   -1.42668799E-01   -2.33005211E-02   1.10031664E-01   1.67910838E+00   2.08540138E+06   9.02688217E+00   1.67938125E+00   2.08659488E+06   9.03886414E+00   1.67902052E+00   2.08502175E+06   9.02307034E+00 
0 20 2.41654931E-07   3.33630101E-06   2.09236487E-06   1.72864088E-06   8.10400593E-07   1.31773670E-09   1.27174337E-06   9.74932861E+00   -1.75963849E-01   8.07369351E-02   1.07812434E-01   9.75913525E+00   -1.85728922E-01   3.29488888E-02   1.07642129E-01   9.73116016E+00   -1.84418380E-01   -4.23120186E-02   1.07909650E-01   1.67574549E+00   2.07220375E+06   8.89438725E+00   1.67560315E+00   2.07169525E+06   8.88928223E+00   1.67551625E+00   2.07118338E+06   8.88505268E+00 
0 30 1.82824081E-07   2.90819435E-06   2.09492964E-06   1.69180987E-06   5.88342914E-07   1.62731872E-09   1.36380140E-06   1.00538845E+01   -2.81722039E-01   9.16917026E-02   1.04583018E-01   1.00547953E+01   -2.52311379E-01   6.00026771E-02   1.04560234E-01   1.00032234E+01   -2.12854370E-01   -7.08540529E-02   1.05071411E-01   1.67687905E+00   2.05846525E+06   8.83702755E+00   1.67691791E+00   2.05808588E+06   8.83559513E+00   1.67705095E+00   2.05678150E+06   8.83066940E+00 
0 40 1.35261217E-07   2.51947563E-06   1.79063090E-06   1.50036374E-06   4.36403838E-07   1.19811672E-09   1.09571795E-06   1.01528282E+01   -3.32848758E-01   9.44414586E-02   1.03616081E-01   1.01583090E+01   -2.93963432E-01   6.87210709E-02   1.03576183E-01   1.00912666E+01   -2.39774421E-01   -7.66213164E-02   1.04259513E-01   1.68074191E+00   2.01416338E+06   8.66973972E+00   1.68041563E+00   2.01861800E+06   8.68656158E+00   1.68081212E+00   2.01318000E+06   8.66602707E+00 
0 50 1.10855034E-07   2.37650829E-06   1.50565211E-06   1.33462186E-06   3.56121717E-07   9.51307810E-10   9.14121244E-07   1.01607933E+01   -3.50702584E-01   9.19231251E-02   1.03583738E-01   1.01435003E+01   -2.99323082E-01   9.24036577E-02   1.03762507E-01   1.00773993E+01   -2.25356922E-01   -4.55583669E-02   1.04460135E-01   1.68338883E+00   1.96583400E+06   8.48724461E+00   1.68310487E+00   1.97287838E+06   8.51384449E+00   1.68343890E+00   1.96449488E+06   8.48218727E+00 
0 60 9.39892146E-08   2.37268864E-06   1.30499438E-06   1.17342972E-06   2.99241179E-07   8.76070327E-10   8.02829675E-07   1.01520662E+01   -3.33154857E-01   9.18718129E-02   1.03726417E-01   1.01190901E+01   -2.78321028E-01   1.13909610E-01   1.04060285E-01   1.00290689E+01   -1.80153564E-01   -1.35964863E-02   1.05025843E-01   1.68436539E+00   1.92331475E+06   8.32668877E+00   1.68428636E+00   1.93072025E+06   8.35465240E+00   1.68437803E+00   1.92162950E+06   8.32032490E+00 
0 70 7.99375641E-08   2.29425063E-06   1.16020908E-06   1.04807862E-06   2.52125204E-07   8.65590266E-10   7.20829689E-07   1.01389351E+01   -2.80282676E-01   8.18408057E-02   1.03961147E-01   1.01015978E+01   -2.39822358E-01   1.10253952E-01   1.04339048E-01   9.98154736E+00   -1.29614204E-01   -9.58127342E-03   1.05622157E-01   1.68414843E+00   1.88433150E+06   8.17948437E+00   1.68427336E+00   1.89186850E+06   8.20794487E+00   1.68411183E+00   1.88249038E+06   8.17253208E+00 
0 80 6.85337511E-08   2.12169880E-06   1.04497235E-06   9.57452471E-07   2.08304314E-07   8.91416940E-10   6.61865840E-07   1.00974607E+01   -2.11970016E-01   6.44239262E-02   1.04513511E-01   1.00618420E+01   -1.89935997E-01   9.75810960E-02   1.04875423E-01   9.92579651E+00   -9.13112164E-02   -8.19601770E-03   1.06328234E-01   1.68306589E+00   1.84975925E+06   8.04893684E+00   1.68339396E+00   1.85784312E+06   8.07946205E+00   1.68299210E+00   1.84808312E+06   8.04260731E+00 
0 90 6.17348661E-08   1.94333825E-06   9.47751346E-07   8.87917793E-07   1.81659885E-07   9.08364106E-10   6.11327664E-07   1.00343609E+01   -1.47162810E-01   5.76717854E-02   1.05298616E-01   1.00199366E+01   -1.41784027E-01   8.76560733E-02   1.05440997E-01   9.87040138E+00   -5.52136078E-02   -3.44604184E-03   1.07037261E-01   1.68163705E+00   1.82273762E+06   7.94690037E+00   1.68217456E+00   1.83182450E+06   7.98121357E+00   1.68160093E+00   1.82215938E+06   7.94471741E+00 
