V_Magnitude,arc_length
9.96015,0
9.96015,0.300003
9.96015,0.600006
9.96015,0.899994
9.96015,1.2
9.96015,1.5
9.96015,1.8
9.96015,2.10001
9.96015,2.39999
9.96015,2.7
9.96015,3
9.96015,3.3
9.96015,3.60001
9.96015,3.89999
9.96015,4.2
9.96015,4.5
9.96015,4.8
9.96015,5.10001
9.96015,5.39999
9.96015,5.7
9.96015,6
9.95219,6.3
9.95219,6.60001
9.95219,6.89999
9.95219,7.2
9.95219,7.5
9.95219,7.8
9.95219,8.10001
9.95219,8.39999
9.95219,8.7
9.95219,9
9.95219,9.3
9.95219,9.60001
9.95219,9.89999
9.95219,10.2
9.95219,10.5
9.95219,10.8
9.95219,11.1
9.95219,11.4
9.95219,11.7
9.95219,12
9.95219,12.3
9.95219,12.6
9.95219,12.9
9.95219,13.2
9.95219,13.5
9.95219,13.8
9.95219,14.1
9.95219,14.4
9.95219,14.7
9.95219,15
9.95219,15.3
9.95219,15.6
9.95219,15.9
9.95219,16.2
9.95219,16.5
9.95219,16.8
9.95219,17.1
9.95219,17.4
9.95219,17.7
9.95219,18
9.95219,18.3
9.95219,18.6
9.95219,18.9
9.95219,19.2
9.95219,19.5
9.95219,19.8
9.95219,20.1
9.95219,20.4
9.95219,20.7
9.95219,21
9.95219,21.3
9.95219,21.6
9.95219,21.9
9.95219,22.2
9.95219,22.5
9.95219,22.8
9.95219,23.1
9.95219,23.4
9.95219,23.7
9.95219,24
9.95219,24.3
9.95219,24.6
9.95219,24.9
9.95219,25.2
9.95219,25.5
9.95219,25.8
9.95219,26.1
9.95219,26.4
9.95219,26.7
9.95219,27
9.95219,27.3
9.95219,27.6
9.95219,27.9
9.95219,28.2
9.95219,28.5
9.95219,28.8
9.95219,29.1
9.95219,29.4
9.95219,29.7
9.95219,30
9.91947,30.3
9.91947,30.6
9.91947,30.9
9.91947,31.2
9.91947,31.5
9.91947,31.8
9.91947,32.1
9.91947,32.4
9.91947,32.7
9.91947,33
9.91947,33.3
9.91947,33.6
9.91947,33.9
9.91947,34.2
9.91947,34.5
9.91947,34.8
9.91947,35.1
9.91947,35.4
9.91947,35.7
9.91947,36
9.91947,36.3
9.91947,36.6
9.91947,36.9
9.91947,37.2
9.91947,37.5
9.91947,37.8
9.91947,38.1
9.91947,38.4
9.91947,38.7
9.91947,39
9.91947,39.3
9.91947,39.6
9.91947,39.9
9.91947,40.2
9.91947,40.5
9.91947,40.8
9.91947,41.1
9.91947,41.4
9.91947,41.7
9.91947,42
9.91947,42.3
9.91947,42.6
9.91947,42.9
9.91947,43.2
9.91947,43.5
9.91947,43.8
9.91947,44.1
9.91947,44.4
9.91947,44.7
9.91947,45
9.91947,45.3
9.91947,45.6
9.91947,45.9
9.91947,46.2
9.91947,46.5
9.91947,46.8
9.91947,47.1
9.91947,47.4
9.91947,47.7
9.91947,48
9.91947,48.3
9.91947,48.6
9.91947,48.9
9.91947,49.2
9.91947,49.5
9.91947,49.8
9.91947,50.1
9.91947,50.4
9.91947,50.7
9.91947,51
9.91947,51.3
9.91947,51.6
9.91947,51.9
9.91947,52.2
9.91947,52.5
9.91947,52.8
9.91947,53.1
9.91947,53.4
9.91947,53.7
9.91947,54
9.83503,54.3
9.83503,54.6
9.83503,54.9
9.83503,55.2
9.83503,55.5
9.83503,55.8
9.83503,56.1
9.83503,56.4
9.83503,56.7
9.83503,57
9.83503,57.3
9.83503,57.6
9.83503,57.9
9.83503,58.2
9.83503,58.5
9.83503,58.8
9.83503,59.1
9.83503,59.4
9.83503,59.7
9.83503,60
9.83503,60.3
9.83503,60.6
9.83503,60.9
9.83503,61.2
9.83503,61.5
9.83503,61.8
9.83503,62.1
9.83503,62.4
9.83503,62.7
9.83503,63
9.83503,63.3
9.83503,63.6
9.83503,63.9
9.83503,64.2
9.83503,64.5
9.83503,64.8
9.83503,65.1
9.83503,65.4
9.83503,65.7
9.68231,66
9.68231,66.3
9.68231,66.6
9.68231,66.9
9.68231,67.2
9.68231,67.5
9.68231,67.8
9.68231,68.1
9.68231,68.4
9.68231,68.7
9.68231,69
9.68231,69.3
9.68231,69.6
9.68231,69.9
9.68231,70.2
9.68231,70.5
9.68231,70.8
9.68231,71.1
9.68231,71.4
9.68231,71.7
9.5444,72
9.5444,72.3
9.5444,72.6
9.5444,72.9
9.5444,73.2
9.5444,73.5
9.5444,73.8
9.5444,74.1
9.5444,74.4
9.5444,74.7
9.5444,75
9.5444,75.3
9.5444,75.6
9.5444,75.9
9.5444,76.2
9.5444,76.5
9.5444,76.8
9.5444,77.1
9.5444,77.4
9.5444,77.7
9.5444,78
9.43746,78.3
9.43746,78.6
9.43746,78.9
9.43746,79.2
9.43746,79.5
9.43746,79.8
9.43746,80.1
9.43746,80.4
9.43746,80.7
9.32223,81
9.32223,81.3
9.32223,81.6
9.32223,81.9
9.32223,82.2
9.32223,82.5
9.32223,82.8
9.32223,83.1
9.32223,83.4
9.32223,83.7
9.18679,84
9.18679,84.3
9.18679,84.6
9.18679,84.9
9.18679,85.2
9.18679,85.5
9.18679,85.8
9.18679,86.1
9.18679,86.4
9.18679,86.7
9.18679,87
9.02978,87.3
9.02978,87.6
9.02978,87.9
9.02978,88.2
9.02978,88.5
9.02978,88.8
9.02978,89.1
9.02978,89.4
9.02978,89.7
8.84675,90
8.84675,90.3
8.84675,90.6
8.84675,90.9
8.84675,91.2
8.84675,91.5
8.84675,91.8
8.84675,92.1
8.84675,92.4
8.84675,92.7
8.60867,93
8.60867,93.3
8.60867,93.6
8.60867,93.9
8.60867,94.2
8.60867,94.5
8.60867,94.8
8.60867,95.1
8.60867,95.4
8.60867,95.7
8.60867,96
8.3068,96.3
8.3068,96.6
8.3068,96.9
8.3068,97.2
8.3068,97.5
8.3068,97.8
8.3068,98.1
8.3068,98.4
8.3068,98.7
8.3068,99
7.93461,99.3
7.93461,99.6
7.93461,99.9
7.93461,100.2
7.93461,100.5
7.93461,100.8
7.93461,101.1
7.93461,101.4
7.93461,101.7
7.54223,102
