V_Magnitude,arc_length
9.83959,0
9.83959,0.300003
9.83959,0.600006
9.83959,0.899994
9.83959,1.2
9.83959,1.5
9.83959,1.8
9.83959,2.10001
9.83959,2.39999
9.83959,2.7
9.83959,3
9.83959,3.3
9.83959,3.60001
9.83959,3.89999
9.83959,4.2
9.83959,4.5
9.83959,4.8
9.83959,5.10001
9.83959,5.39999
9.83959,5.7
9.78353,6
9.78353,6.3
9.78353,6.60001
9.78353,6.89999
9.78353,7.2
9.78353,7.5
9.78353,7.8
9.78353,8.10001
9.78353,8.39999
9.78353,8.7
9.78353,9
9.78353,9.3
9.78353,9.60001
9.78353,9.89999
9.78353,10.2
9.78353,10.5
9.78353,10.8
9.78353,11.1
9.78353,11.4
9.78353,11.7
9.78353,12
9.78353,12.3
9.78353,12.6
9.78353,12.9
9.78353,13.2
9.78353,13.5
9.78353,13.8
9.78353,14.1
9.78353,14.4
9.78353,14.7
9.78353,15
9.78353,15.3
9.78353,15.6
9.78353,15.9
9.78353,16.2
9.78353,16.5
9.78353,16.8
9.78353,17.1
9.78353,17.4
9.78353,17.7
9.78353,18
9.78353,18.3
9.78353,18.6
9.78353,18.9
9.78353,19.2
9.78353,19.5
9.78353,19.8
9.78353,20.1
9.78353,20.4
9.78353,20.7
9.78353,21
9.78353,21.3
9.78353,21.6
9.78353,21.9
9.78353,22.2
9.78353,22.5
9.78353,22.8
9.78353,23.1
9.78353,23.4
9.78353,23.7
9.78353,24
9.78353,24.3
9.78353,24.6
9.78353,24.9
9.78353,25.2
9.78353,25.5
9.78353,25.8
9.78353,26.1
9.78353,26.4
9.78353,26.7
9.78353,27
9.78353,27.3
9.78353,27.6
9.78353,27.9
9.78353,28.2
9.78353,28.5
9.78353,28.8
9.78353,29.1
9.78353,29.4
9.78353,29.7
9.64157,30
9.64157,30.3
9.64157,30.6
9.64157,30.9
9.64157,31.2
9.64157,31.5
9.64157,31.8
9.64157,32.1
9.64157,32.4
9.64157,32.7
9.64157,33
9.64157,33.3
9.64157,33.6
9.64157,33.9
9.64157,34.2
9.64157,34.5
9.64157,34.8
9.64157,35.1
9.64157,35.4
9.64157,35.7
9.64157,36
9.64157,36.3
9.64157,36.6
9.64157,36.9
9.64157,37.2
9.64157,37.5
9.64157,37.8
9.64157,38.1
9.64157,38.4
9.64157,38.7
9.64157,39
9.64157,39.3
9.64157,39.6
9.64157,39.9
9.64157,40.2
9.64157,40.5
9.64157,40.8
9.64157,41.1
9.64157,41.4
9.64157,41.7
9.64157,42
9.64157,42.3
9.64157,42.6
9.64157,42.9
9.64157,43.2
9.64157,43.5
9.64157,43.8
9.64157,44.1
9.64157,44.4
9.64157,44.7
9.64157,45
9.64157,45.3
9.64157,45.6
9.64157,45.9
9.64157,46.2
9.64157,46.5
9.64157,46.8
9.64157,47.1
9.64157,47.4
9.64157,47.7
9.64157,48
9.64157,48.3
9.64157,48.6
9.64157,48.9
9.64157,49.2
9.64157,49.5
9.64157,49.8
9.64157,50.1
9.64157,50.4
9.64157,50.7
9.64157,51
9.64157,51.3
9.64157,51.6
9.64157,51.9
9.64157,52.2
9.64157,52.5
9.64157,52.8
9.64157,53.1
9.64157,53.4
9.64157,53.7
9.42543,54
9.42543,54.3
9.42543,54.6
9.42543,54.9
9.42543,55.2
9.42543,55.5
9.42543,55.8
9.42543,56.1
9.42543,56.4
9.42543,56.7
9.42543,57
9.42543,57.3
9.42543,57.6
9.42543,57.9
9.42543,58.2
9.42543,58.5
9.42543,58.8
9.42543,59.1
9.42543,59.4
9.42543,59.7
9.42543,60
9.42543,60.3
9.42543,60.6
9.42543,60.9
9.42543,61.2
9.42543,61.5
9.42543,61.8
9.42543,62.1
9.42543,62.4
9.42543,62.7
9.42543,63
9.42543,63.3
9.42543,63.6
9.42543,63.9
9.42543,64.2
9.42543,64.5
9.42543,64.8
9.42543,65.1
9.42543,65.4
9.42543,65.7
9.42543,66
9.27224,66.3
9.27224,66.6
9.27224,66.9
9.27224,67.2
9.27224,67.5
9.27224,67.8
9.27224,68.1
9.27224,68.4
9.27224,68.7
9.27224,69
9.27224,69.3
9.27224,69.6
9.27224,69.9
9.27224,70.2
9.27224,70.5
9.27224,70.8
9.27224,71.1
9.27224,71.4
9.27224,71.7
9.16536,72
9.16536,72.3
9.16536,72.6
9.16536,72.9
9.16536,73.2
9.16536,73.5
9.16536,73.8
9.16536,74.1
9.16536,74.4
9.16536,74.7
9.16536,75
9.16536,75.3
9.16536,75.6
9.16536,75.9
9.16536,76.2
9.16536,76.5
9.16536,76.8
9.16536,77.1
9.16536,77.4
9.16536,77.7
9.16536,78
9.11402,78.3
9.11402,78.6
9.11402,78.9
9.11402,79.2
9.11402,79.5
9.11402,79.8
9.11402,80.1
9.11402,80.4
9.11402,80.7
9.05502,81
9.05502,81.3
9.05502,81.6
9.05502,81.9
9.05502,82.2
9.05502,82.5
9.05502,82.8
9.05502,83.1
9.05502,83.4
9.05502,83.7
9.05502,84
8.9938,84.3
8.9938,84.6
8.9938,84.9
8.9938,85.2
8.9938,85.5
8.9938,85.8
8.9938,86.1
8.9938,86.4
8.9938,86.7
8.9938,87
8.93123,87.3
8.93123,87.6
8.93123,87.9
8.93123,88.2
8.93123,88.5
8.93123,88.8
8.93123,89.1
8.93123,89.4
8.93123,89.7
8.86747,90
8.86747,90.3
8.86747,90.6
8.86747,90.9
8.86747,91.2
8.86747,91.5
8.86747,91.8
8.86747,92.1
8.86747,92.4
8.86747,92.7
8.86747,93
8.80318,93.3
8.80318,93.6
8.80318,93.9
8.80318,94.2
8.80318,94.5
8.80318,94.8
8.80318,95.1
8.80318,95.4
8.80318,95.7
8.80318,96
8.73883,96.3
8.73883,96.6
8.73883,96.9
8.73883,97.2
8.73883,97.5
8.73883,97.8
8.73883,98.1
8.73883,98.4
8.73883,98.7
8.67511,99
8.67511,99.3
8.67511,99.6
8.67511,99.9
8.67511,100.2
8.67511,100.5
8.67511,100.8
8.67511,101.1
8.67511,101.4
8.67511,101.7
8.67511,102
8.61222,102.3
8.61222,102.6
8.61222,102.9
8.61222,103.2
8.61222,103.5
8.61222,103.8
8.61222,104.1
8.61222,104.4
8.61222,104.7
8.55096,105
8.55096,105.3
8.55096,105.6
8.55096,105.9
8.55096,106.2
8.55096,106.5
8.55096,106.8
8.55096,107.1
8.55096,107.4
8.55096,107.7
8.55096,108
8.49191,108.3
8.49191,108.6
8.49191,108.9
8.49191,109.2
8.49191,109.5
8.49191,109.8
8.49191,110.1
8.49191,110.4
8.49191,110.7
8.49191,111
8.43555,111.3
8.43555,111.6
8.43555,111.9
8.43555,112.2
8.43555,112.5
8.43555,112.8
8.43555,113.1
8.43555,113.4
8.43555,113.7
8.38272,114
8.38272,114.3
8.38272,114.6
8.38272,114.9
8.38272,115.2
8.38272,115.5
8.38272,115.8
8.38272,116.1
8.38272,116.4
8.38272,116.7
8.38272,117
8.33346,117.3
8.33346,117.6
8.33346,117.9
8.33346,118.2
8.33346,118.5
8.33346,118.8
8.33346,119.1
8.33346,119.4
8.33346,119.7
8.33346,120
8.28822,120.3
8.28822,120.6
8.28822,120.9
8.28822,121.2
8.28822,121.5
8.28822,121.8
8.28822,122.1
8.28822,122.4
8.28822,122.7
8.24766,123
8.24766,123.3
8.24766,123.6
