V_Magnitude,arc_length
9.97949,0
9.97949,0.300003
9.97949,0.600006
9.97949,0.899994
9.97949,1.2
9.97949,1.5
9.97949,1.8
9.97949,2.10001
9.97949,2.39999
9.97949,2.7
9.97949,3
9.97949,3.3
9.97949,3.60001
9.97949,3.89999
9.97949,4.2
9.97949,4.5
9.97949,4.8
9.97949,5.10001
9.97949,5.39999
9.97949,5.7
9.97949,6
9.96922,6.3
9.96922,6.60001
9.96922,6.89999
9.96922,7.2
9.96922,7.5
9.96922,7.8
9.96922,8.10001
9.96922,8.39999
9.96922,8.7
9.96922,9
9.96922,9.3
9.96922,9.60001
9.96922,9.89999
9.96922,10.2
9.96922,10.5
9.96922,10.8
9.96922,11.1
9.96922,11.4
9.96922,11.7
9.96922,12
9.96922,12.3
9.95503,12.6
9.95503,12.9
9.95503,13.2
9.95503,13.5
9.95503,13.8
9.95503,14.1
9.95503,14.4
9.95503,14.7
9.95503,15
9.95503,15.3
9.95503,15.6
9.95503,15.9
9.95503,16.2
9.95503,16.5
9.95503,16.8
9.95503,17.1
9.95503,17.4
9.95503,17.7
9.95503,18
9.95503,18.3
9.95503,18.6
9.93546,18.9
9.93546,19.2
9.93546,19.5
9.93546,19.8
9.93546,20.1
9.93546,20.4
9.93546,20.7
9.93546,21
9.93546,21.3
9.93546,21.6
9.93546,21.9
9.93546,22.2
9.93546,22.5
9.93546,22.8
9.93546,23.1
9.93546,23.4
9.93546,23.7
9.93546,24
9.93546,24.3
9.93546,24.6
9.93546,24.9
9.90875,25.2
9.90875,25.5
9.90875,25.8
9.90875,26.1
9.90875,26.4
9.90875,26.7
9.90875,27
9.90875,27.3
9.90875,27.6
9.90875,27.9
9.90875,28.2
9.90875,28.5
9.90875,28.8
9.90875,29.1
9.90875,29.4
9.90875,29.7
9.90875,30
9.90875,30.3
9.90875,30.6
9.90875,30.9
9.90875,31.2
9.87282,31.5
9.87282,31.8
9.87282,32.1
9.87282,32.4
9.87282,32.7
9.87282,33
9.87282,33.3
9.87282,33.6
9.87282,33.9
9.87282,34.2
9.87282,34.5
9.87282,34.8
9.87282,35.1
9.87282,35.4
9.87282,35.7
9.87282,36
9.87282,36.3
9.87282,36.6
9.87282,36.9
9.87282,37.2
9.87282,37.5
9.82524,37.8
9.82524,38.1
9.82524,38.4
9.82524,38.7
9.82524,39
9.82524,39.3
9.82524,39.6
9.82524,39.9
9.82524,40.2
9.82524,40.5
9.82524,40.8
9.82524,41.1
9.82524,41.4
9.82524,41.7
9.82524,42
9.82524,42.3
9.82524,42.6
9.82524,42.9
9.82524,43.2
9.82524,43.5
9.76378,43.8
9.76378,44.1
9.76378,44.4
9.76378,44.7
9.76378,45
9.76378,45.3
9.76378,45.6
9.76378,45.9
9.76378,46.2
9.76378,46.5
9.76378,46.8
9.76378,47.1
9.76378,47.4
9.76378,47.7
9.76378,48
9.76378,48.3
9.76378,48.6
9.76378,48.9
9.76378,49.2
9.76378,49.5
9.76378,49.8
9.68631,50.1
9.68631,50.4
9.68631,50.7
9.68631,51
9.68631,51.3
9.68631,51.6
9.68631,51.9
9.68631,52.2
9.68631,52.5
9.68631,52.8
9.68631,53.1
9.68631,53.4
9.68631,53.7
9.68631,54
9.68631,54.3
9.68631,54.6
9.68631,54.9
9.68631,55.2
9.68631,55.5
9.68631,55.8
9.68631,56.1
9.59108,56.4
9.59108,56.7
9.59108,57
9.59108,57.3
9.59108,57.6
9.59108,57.9
9.59108,58.2
9.59108,58.5
9.59108,58.8
9.59108,59.1
9.59108,59.4
9.59108,59.7
9.59108,60
9.59108,60.3
9.59108,60.6
9.59108,60.9
9.59108,61.2
9.59108,61.5
9.59108,61.8
9.59108,62.1
9.59108,62.4
9.47666,62.7
9.47666,63
9.47666,63.3
9.47666,63.6
9.47666,63.9
9.47666,64.2
9.47666,64.5
9.47666,64.8
9.47666,65.1
9.47666,65.4
9.47666,65.7
9.47666,66
9.47666,66.3
9.47666,66.6
9.47666,66.9
9.47666,67.2
9.47666,67.5
9.47666,67.8
9.47666,68.1
9.47666,68.4
9.47666,68.7
9.34208,69
9.34208,69.3
9.34208,69.6
9.34208,69.9
9.34208,70.2
9.34208,70.5
9.34208,70.8
9.34208,71.1
9.34208,71.4
9.34208,71.7
9.34208,72
9.34208,72.3
9.34208,72.6
9.34208,72.9
9.34208,73.2
9.34208,73.5
9.34208,73.8
9.34208,74.1
9.34208,74.4
9.34208,74.7
9.18688,75
9.18688,75.3
9.18688,75.6
9.18688,75.9
9.18688,76.2
9.18688,76.5
9.18688,76.8
9.18688,77.1
9.18688,77.4
9.18688,77.7
9.18688,78
9.18688,78.3
9.18688,78.6
9.18688,78.9
9.18688,79.2
9.18688,79.5
9.18688,79.8
9.18688,80.1
9.18688,80.4
9.18688,80.7
9.18688,81
9.01288,81.3
9.01288,81.6
9.01288,81.9
9.01288,82.2
9.01288,82.5
9.01288,82.8
9.01288,83.1
9.01288,83.4
9.01288,83.7
9.01288,84
9.01288,84.3
9.01288,84.6
9.01288,84.9
9.01288,85.2
9.01288,85.5
9.01288,85.8
9.01288,86.1
9.01288,86.4
9.01288,86.7
9.01288,87
9.01288,87.3
8.82434,87.6
8.82434,87.9
8.82434,88.2
8.82434,88.5
8.82434,88.8
8.82434,89.1
8.82434,89.4
8.82434,89.7
8.82434,90
8.82434,90.3
8.82434,90.6
8.82434,90.9
8.82434,91.2
8.82434,91.5
8.82434,91.8
8.82434,92.1
8.82434,92.4
8.82434,92.7
8.82434,93
8.82434,93.3
8.82434,93.6
8.62599,93.9
8.62599,94.2
8.62599,94.5
8.62599,94.8
8.62599,95.1
8.62599,95.4
8.62599,95.7
8.62599,96
8.62599,96.3
8.62599,96.6
8.62599,96.9
8.62599,97.2
8.62599,97.5
8.62599,97.8
8.62599,98.1
8.62599,98.4
8.62599,98.7
8.62599,99
8.62599,99.3
8.62599,99.6
8.62599,99.9
8.4263,100.2
8.4263,100.5
8.4263,100.8
8.4263,101.1
8.4263,101.4
8.4263,101.7
8.4263,102
8.4263,102.3
8.4263,102.6
8.4263,102.9
8.4263,103.2
8.4263,103.5
8.4263,103.8
8.4263,104.1
8.4263,104.4
8.4263,104.7
8.4263,105
8.4263,105.3
8.4263,105.6
8.4263,105.9
8.4263,106.2
8.23423,106.5
8.23423,106.8
8.23423,107.1
8.23423,107.4
8.23423,107.7
8.23423,108
8.23423,108.3
8.23423,108.6
8.23423,108.9
8.23423,109.2
8.23423,109.5
8.23423,109.8
8.23423,110.1
8.23423,110.4
8.23423,110.7
8.23423,111
8.23423,111.3
8.23423,111.6
8.23423,111.9
8.23423,112.2
8.23423,112.5
8.0581,112.8
8.0581,113.1
8.0581,113.4
8.0581,113.7
8.0581,114
8.0581,114.3
8.0581,114.6
8.0581,114.9
8.0581,115.2
8.0581,115.5
8.0581,115.8
8.0581,116.1
8.0581,116.4
8.0581,116.7
8.0581,117
8.0581,117.3
8.0581,117.6
8.0581,117.9
8.0581,118.2
8.0581,118.5
7.90651,118.8
7.90651,119.1
7.90651,119.4
7.90651,119.7
7.90651,120
7.90651,120.3
7.90651,120.6
7.90651,120.9
7.90651,121.2
7.90651,121.5
7.90651,121.8
7.90651,122.1
7.90651,122.4
7.90651,122.7
7.90651,123
7.90651,123.3
7.90651,123.6
7.90651,123.9
7.90651,124.2
7.90651,124.5
7.90651,124.8
7.78495,125.1
7.78495,125.4
7.78495,125.7
7.78495,126
7.78495,126.3
7.78495,126.6
7.78495,126.9
7.78495,127.2
7.78495,127.5
7.78495,127.8
7.78495,128.1
7.78495,128.4
7.78495,128.7
7.78495,129
7.78495,129.3
7.78495,129.6
7.78495,129.9
7.78495,130.2
7.78495,130.5
7.78495,130.8
7.78495,131.1
7.69734,131.4
7.69734,131.7
7.69734,132
7.69734,132.3
7.69734,132.6
7.69734,132.9
7.69734,133.2
7.69734,133.5
7.69734,133.8
7.69734,134.1
7.69734,134.4
7.69734,134.7
7.69734,135
7.69734,135.3
7.69734,135.6
7.69734,135.9
7.69734,136.2
7.69734,136.5
7.69734,136.8
7.69734,137.1
7.69734,137.4
7.64645,137.7
7.64645,138
7.64645,138.3
7.64645,138.6
7.64645,138.9
7.64645,139.2
7.64645,139.5
7.64645,139.8
7.64645,140.1
7.64645,140.4
7.64645,140.7
7.64645,141
7.64645,141.3
7.64645,141.6
7.64645,141.9
7.64645,142.2
7.64645,142.5
7.64645,142.8
7.64645,143.1
7.64645,143.4
7.64645,143.7
7.63334,144
7.63334,144.3
7.63334,144.6
7.63334,144.9
7.63334,145.2
7.63334,145.5
7.63334,145.8
7.63334,146.1
7.63334,146.4
7.63334,146.7
7.63334,147
7.63334,147.3
7.63334,147.6
7.63334,147.9
7.63334,148.2
7.63334,148.5
7.63334,148.8
7.63334,149.1
7.63334,149.4
7.63334,149.7
7.65713,150
7.65713,150.3
7.65713,150.6
7.65713,150.9
7.65713,151.2
7.65713,151.5
7.65713,151.8
7.65713,152.1
7.65713,152.4
7.65713,152.7
7.65713,153
7.65713,153.3
7.65713,153.6
7.65713,153.9
7.65713,154.2
7.65713,154.5
7.65713,154.8
7.65713,155.1
7.65713,155.4
7.65713,155.7
7.65713,156
7.71582,156.3
7.71582,156.6
7.71582,156.9
7.71582,157.2
7.71582,157.5
7.71582,157.8
7.71582,158.1
7.71582,158.4
7.71582,158.7
7.71582,159
7.71582,159.3
7.71582,159.6
7.71582,159.9
7.71582,160.2
7.71582,160.5
7.71582,160.8
7.71582,161.1
7.71582,161.4
7.71582,161.7
7.71582,162
7.71582,162.3
7.80611,162.6
7.80611,162.9
7.80611,163.2
7.80611,163.5
7.80611,163.8
7.80611,164.1
7.80611,164.4
7.80611,164.7
7.80611,165
7.80611,165.3
7.80611,165.6
7.80611,165.9
7.80611,166.2
7.80611,166.5
7.80611,166.8
7.80611,167.1
7.80611,167.4
7.80611,167.7
7.80611,168
7.80611,168.3
7.80611,168.6
7.92453,168.9
7.92453,169.2
7.92453,169.5
7.92453,169.8
7.92453,170.1
7.92453,170.4
7.92453,170.7
7.92453,171
7.92453,171.3
7.92453,171.6
7.92453,171.9
7.92453,172.2
7.92453,172.5
7.92453,172.8
7.92453,173.1
7.92453,173.4
7.92453,173.7
7.92453,174
7.92453,174.3
7.92453,174.6
7.92453,174.9
8.06813,175.2
8.06813,175.5
8.06813,175.8
8.06813,176.1
8.06813,176.4
8.06813,176.7
8.06813,177
8.06813,177.3
8.06813,177.6
8.06813,177.9
8.06813,178.2
8.06813,178.5
8.06813,178.8
8.06813,179.1
8.06813,179.4
8.06813,179.7
8.06813,180
8.06813,180.3
8.06813,180.6
8.06813,180.9
8.06813,181.2
8.23168,181.5
8.23168,181.8
8.23168,182.1
8.23168,182.4
8.23168,182.7
8.23168,183
8.23168,183.3
8.23168,183.6
8.23168,183.9
8.23168,184.2
8.23168,184.5
8.23168,184.8
8.23168,185.1
8.23168,185.4
8.23168,185.7
8.23168,186
8.23168,186.3
8.23168,186.6
8.23168,186.9
8.23168,187.2
8.23168,187.5
8.4098,187.8
8.4098,188.1
8.4098,188.4
8.4098,188.7
8.4098,189
8.4098,189.3
8.4098,189.6
8.4098,189.9
8.4098,190.2
8.4098,190.5
8.4098,190.8
8.4098,191.1
8.4098,191.4
8.4098,191.7
8.4098,192
8.4098,192.3
8.4098,192.6
8.4098,192.9
8.4098,193.2
8.4098,193.5
8.59776,193.8
8.59776,194.1
8.59776,194.4
8.59776,194.7
8.59776,195
8.59776,195.3
8.59776,195.6
8.59776,195.9
8.59776,196.2
8.59776,196.5
8.59776,196.8
8.59776,197.1
8.59776,197.4
8.59776,197.7
8.59776,198
8.59776,198.3
8.59776,198.6
8.59776,198.9
8.59776,199.2
8.59776,199.5
8.59776,199.8
8.78651,200.1
8.78651,200.4
8.78651,200.7
8.78651,201
8.78651,201.3
8.78651,201.6
8.78651,201.9
8.78651,202.2
8.78651,202.5
8.78651,202.8
8.78651,203.1
8.78651,203.4
8.78651,203.7
8.78651,204
8.78651,204.3
8.78651,204.6
8.78651,204.9
8.78651,205.2
8.78651,205.5
8.78651,205.8
8.78651,206.1
8.97118,206.4
8.97118,206.7
8.97118,207
8.97118,207.3
8.97118,207.6
8.97118,207.9
8.97118,208.2
8.97118,208.5
8.97118,208.8
8.97118,209.1
8.97118,209.4
8.97118,209.7
8.97118,210
8.97118,210.3
8.97118,210.6
8.97118,210.9
8.97118,211.2
8.97118,211.5
8.97118,211.8
8.97118,212.1
8.97118,212.4
9.14449,212.7
9.14449,213
9.14449,213.3
9.14449,213.6
9.14449,213.9
9.14449,214.2
9.14449,214.5
9.14449,214.8
9.14449,215.1
9.14449,215.4
9.14449,215.7
9.14449,216
9.14449,216.3
9.14449,216.6
9.14449,216.9
9.14449,217.2
9.14449,217.5
9.14449,217.8
9.14449,218.1
9.14449,218.4
9.14449,218.7
9.30019,219
9.30019,219.3
9.30019,219.6
9.30019,219.9
9.30019,220.2
9.30019,220.5
9.30019,220.8
9.30019,221.1
9.30019,221.4
9.30019,221.7
9.30019,222
9.30019,222.3
9.30019,222.6
9.30019,222.9
9.30019,223.2
9.30019,223.5
9.30019,223.8
9.30019,224.1
9.30019,224.4
9.30019,224.7
9.43743,225
9.43743,225.3
9.43743,225.6
9.43743,225.9
9.43743,226.2
9.43743,226.5
9.43743,226.8
9.43743,227.1
9.43743,227.4
9.43743,227.7
9.43743,228
9.43743,228.3
9.43743,228.6
9.43743,228.9
9.43743,229.2
9.43743,229.5
9.43743,229.8
9.43743,230.1
9.43743,230.4
9.43743,230.7
9.43743,231
9.55574,231.3
9.55574,231.6
9.55574,231.9
9.55574,232.2
9.55574,232.5
9.55574,232.8
9.55574,233.1
9.55574,233.4
9.55574,233.7
9.55574,234
9.55574,234.3
9.55574,234.6
9.55574,234.9
9.55574,235.2
9.55574,235.5
9.55574,235.8
9.55574,236.1
9.55574,236.4
9.55574,236.7
9.55574,237
9.55574,237.3
9.65544,237.6
9.65544,237.9
9.65544,238.2
9.65544,238.5
9.65544,238.8
9.65544,239.1
9.65544,239.4
9.65544,239.7
9.65544,240
9.65544,240.3
9.65544,240.6
9.65544,240.9
9.65544,241.2
9.65544,241.5
9.65544,241.8
9.65544,242.1
9.65544,242.4
9.65544,242.7
9.65544,243
9.65544,243.3
9.65544,243.6
9.73781,243.9
9.73781,244.2
9.73781,244.5
9.73781,244.8
9.73781,245.1
9.73781,245.4
9.73781,245.7
9.73781,246
9.73781,246.3
9.73781,246.6
9.73781,246.9
9.73781,247.2
9.73781,247.5
9.73781,247.8
9.73781,248.1
9.73781,248.4
9.73781,248.7
9.73781,249
9.73781,249.3
9.73781,249.6
9.73781,249.9
9.80407,250.2
9.80407,250.5
9.80407,250.8
9.80407,251.1
9.80407,251.4
9.80407,251.7
9.80407,252
9.80407,252.3
9.80407,252.6
9.80407,252.9
9.80407,253.2
9.80407,253.5
9.80407,253.8
9.80407,254.1
9.80407,254.4
9.80407,254.7
9.80407,255
9.80407,255.3
9.80407,255.6
9.80407,255.9
9.80407,256.2
9.85615,256.5
9.85615,256.8
9.85615,257.1
9.85615,257.4
9.85615,257.7
9.85615,258
9.85615,258.3
9.85615,258.6
9.85615,258.9
9.85615,259.2
9.85615,259.5
9.85615,259.8
9.85615,260.1
9.85615,260.4
9.85615,260.7
9.85615,261
9.85615,261.3
9.85615,261.6
9.85615,261.9
9.85615,262.2
9.85615,262.5
9.89602,262.8
9.89602,263.1
9.89602,263.4
9.89602,263.7
9.89602,264
9.89602,264.3
9.89602,264.6
9.89602,264.9
9.89602,265.2
9.89602,265.5
9.89602,265.8
9.89602,266.1
9.89602,266.4
9.89602,266.7
9.89602,267
9.89602,267.3
9.89602,267.6
9.89602,267.9
9.89602,268.2
9.89602,268.5
9.92614,268.8
9.92614,269.1
9.92614,269.4
9.92614,269.7
9.92614,270
9.92614,270.3
9.92614,270.6
9.92614,270.9
9.92614,271.2
9.92614,271.5
9.92614,271.8
9.92614,272.1
9.92614,272.4
9.92614,272.7
9.92614,273
9.92614,273.3
9.92614,273.6
9.92614,273.9
9.92614,274.2
9.92614,274.5
9.92614,274.8
9.9484,275.1
9.9484,275.4
9.9484,275.7
9.9484,276
9.9484,276.3
9.9484,276.6
9.9484,276.9
9.9484,277.2
9.9484,277.5
9.9484,277.8
9.9484,278.1
9.9484,278.4
9.9484,278.7
9.9484,279
9.9484,279.3
9.9484,279.6
9.9484,279.9
9.9484,280.2
9.9484,280.5
9.9484,280.8
9.9484,281.1
9.96466,281.4
9.96466,281.7
9.96466,282
9.96466,282.3
9.96466,282.6
9.96466,282.9
9.96466,283.2
9.96466,283.5
9.96466,283.8
9.96466,284.1
9.96466,284.4
9.96466,284.7
9.96466,285
9.96466,285.3
9.96466,285.6
9.96466,285.9
9.96466,286.2
9.96466,286.5
9.96466,286.8
9.96466,287.1
9.96466,287.4
9.97645,287.7
9.97645,288
9.97645,288.3
9.97645,288.6
9.97645,288.9
9.97645,289.2
9.97645,289.5
9.97645,289.8
9.97645,290.1
9.97645,290.4
9.97645,290.7
9.97645,291
9.97645,291.3
9.97645,291.6
9.97645,291.9
9.97645,292.2
9.97645,292.5
9.97645,292.8
9.97645,293.1
9.97645,293.4
9.97645,293.7
9.985,294
9.985,294.3
9.985,294.6
9.985,294.9
9.985,295.2
9.985,295.5
9.985,295.8
9.985,296.1
9.985,296.4
9.985,296.7
9.985,297
9.985,297.3
9.985,297.6
9.985,297.9
9.985,298.2
9.985,298.5
9.985,298.8
9.985,299.1
9.985,299.4
9.985,299.7
9.99124,300
