V_Magnitude,arc_length
9.9815,0
9.9815,0.300003
9.9815,0.600006
9.9815,0.899994
9.9815,1.2
9.9815,1.5
9.9815,1.8
9.9815,2.10001
9.9815,2.39999
9.9815,2.7
9.9815,3
9.9815,3.3
9.9815,3.60001
9.9815,3.89999
9.9815,4.2
9.9815,4.5
9.9815,4.8
9.9815,5.10001
9.9815,5.39999
9.9815,5.7
9.9815,6
9.97183,6.3
9.97183,6.60001
9.97183,6.89999
9.97183,7.2
9.97183,7.5
9.97183,7.8
9.97183,8.10001
9.97183,8.39999
9.97183,8.7
9.97183,9
9.97183,9.3
9.97183,9.60001
9.97183,9.89999
9.97183,10.2
9.97183,10.5
9.97183,10.8
9.97183,11.1
9.97183,11.4
9.97183,11.7
9.97183,12
9.97183,12.3
9.95857,12.6
9.95857,12.9
9.95857,13.2
9.95857,13.5
9.95857,13.8
9.95857,14.1
9.95857,14.4
9.95857,14.7
9.95857,15
9.95857,15.3
9.95857,15.6
9.95857,15.9
9.95857,16.2
9.95857,16.5
9.95857,16.8
9.95857,17.1
9.95857,17.4
9.95857,17.7
9.95857,18
9.95857,18.3
9.95857,18.6
9.94037,18.9
9.94037,19.2
9.94037,19.5
9.94037,19.8
9.94037,20.1
9.94037,20.4
9.94037,20.7
9.94037,21
9.94037,21.3
9.94037,21.6
9.94037,21.9
9.94037,22.2
9.94037,22.5
9.94037,22.8
9.94037,23.1
9.94037,23.4
9.94037,23.7
9.94037,24
9.94037,24.3
9.94037,24.6
9.94037,24.9
9.91559,25.2
9.91559,25.5
9.91559,25.8
9.91559,26.1
9.91559,26.4
9.91559,26.7
9.91559,27
9.91559,27.3
9.91559,27.6
9.91559,27.9
9.91559,28.2
9.91559,28.5
9.91559,28.8
9.91559,29.1
9.91559,29.4
9.91559,29.7
9.91559,30
9.91559,30.3
9.91559,30.6
9.91559,30.9
9.91559,31.2
9.88227,31.5
9.88227,31.8
9.88227,32.1
9.88227,32.4
9.88227,32.7
9.88227,33
9.88227,33.3
9.88227,33.6
9.88227,33.9
9.88227,34.2
9.88227,34.5
9.88227,34.8
9.88227,35.1
9.88227,35.4
9.88227,35.7
9.88227,36
9.88227,36.3
9.88227,36.6
9.88227,36.9
9.88227,37.2
9.83795,37.5
9.83795,37.8
9.83795,38.1
9.83795,38.4
9.83795,38.7
9.83795,39
9.83795,39.3
9.83795,39.6
9.83795,39.9
9.83795,40.2
9.83795,40.5
9.83795,40.8
9.83795,41.1
9.83795,41.4
9.83795,41.7
9.83795,42
9.83795,42.3
9.83795,42.6
9.83795,42.9
9.83795,43.2
9.83795,43.5
9.78031,43.8
9.78031,44.1
9.78031,44.4
9.78031,44.7
9.78031,45
9.78031,45.3
9.78031,45.6
9.78031,45.9
9.78031,46.2
9.78031,46.5
9.78031,46.8
9.78031,47.1
9.78031,47.4
9.78031,47.7
9.78031,48
9.78031,48.3
9.78031,48.6
9.78031,48.9
9.78031,49.2
9.78031,49.5
9.78031,49.8
9.70657,50.1
9.70657,50.4
9.70657,50.7
9.70657,51
9.70657,51.3
9.70657,51.6
9.70657,51.9
9.70657,52.2
9.70657,52.5
9.70657,52.8
9.70657,53.1
9.70657,53.4
9.70657,53.7
9.70657,54
9.70657,54.3
9.70657,54.6
9.70657,54.9
9.70657,55.2
9.70657,55.5
9.70657,55.8
9.70657,56.1
9.61455,56.4
9.61455,56.7
9.61455,57
9.61455,57.3
9.61455,57.6
9.61455,57.9
9.61455,58.2
9.61455,58.5
9.61455,58.8
9.61455,59.1
9.61455,59.4
9.61455,59.7
9.61455,60
9.61455,60.3
9.61455,60.6
9.61455,60.9
9.61455,61.2
9.61455,61.5
9.61455,61.8
9.61455,62.1
9.61455,62.4
9.50199,62.7
9.50199,63
9.50199,63.3
9.50199,63.6
9.50199,63.9
9.50199,64.2
9.50199,64.5
9.50199,64.8
9.50199,65.1
9.50199,65.4
9.50199,65.7
9.50199,66
9.50199,66.3
9.50199,66.6
9.50199,66.9
9.50199,67.2
9.50199,67.5
9.50199,67.8
9.50199,68.1
9.50199,68.4
9.50199,68.7
9.36701,69
9.36701,69.3
9.36701,69.6
9.36701,69.9
9.36701,70.2
9.36701,70.5
9.36701,70.8
9.36701,71.1
9.36701,71.4
9.36701,71.7
9.36701,72
9.36701,72.3
9.36701,72.6
9.36701,72.9
9.36701,73.2
9.36701,73.5
9.36701,73.8
9.36701,74.1
9.36701,74.4
9.36701,74.7
9.20799,75
9.20799,75.3
9.20799,75.6
9.20799,75.9
9.20799,76.2
9.20799,76.5
9.20799,76.8
9.20799,77.1
9.20799,77.4
9.20799,77.7
9.20799,78
9.20799,78.3
9.20799,78.6
9.20799,78.9
9.20799,79.2
9.20799,79.5
9.20799,79.8
9.20799,80.1
9.20799,80.4
9.20799,80.7
9.20799,81
9.02358,81.3
9.02358,81.6
9.02358,81.9
9.02358,82.2
9.02358,82.5
9.02358,82.8
9.02358,83.1
9.02358,83.4
9.02358,83.7
9.02358,84
9.02358,84.3
9.02358,84.6
9.02358,84.9
9.02358,85.2
9.02358,85.5
9.02358,85.8
9.02358,86.1
9.02358,86.4
9.02358,86.7
9.02358,87
9.02358,87.3
8.81626,87.6
8.81626,87.9
8.81626,88.2
8.81626,88.5
8.81626,88.8
8.81626,89.1
8.81626,89.4
8.81626,89.7
8.81626,90
8.81626,90.3
8.81626,90.6
8.81626,90.9
8.81626,91.2
8.81626,91.5
8.81626,91.8
8.81626,92.1
8.81626,92.4
8.81626,92.7
8.81626,93
8.81626,93.3
8.81626,93.6
8.5936,93.9
8.5936,94.2
8.5936,94.5
8.5936,94.8
8.5936,95.1
8.5936,95.4
8.5936,95.7
8.5936,96
8.5936,96.3
8.5936,96.6
8.5936,96.9
8.5936,97.2
8.5936,97.5
8.5936,97.8
8.5936,98.1
8.5936,98.4
8.5936,98.7
8.5936,99
8.5936,99.3
8.5936,99.6
8.5936,99.9
8.37283,100.2
8.37283,100.5
8.37283,100.8
8.37283,101.1
8.37283,101.4
8.37283,101.7
8.37283,102
8.37283,102.3
8.37283,102.6
8.37283,102.9
8.37283,103.2
8.37283,103.5
8.37283,103.8
8.37283,104.1
8.37283,104.4
8.37283,104.7
8.37283,105
8.37283,105.3
8.37283,105.6
8.37283,105.9
8.37283,106.2
8.16499,106.5
8.16499,106.8
8.16499,107.1
8.16499,107.4
8.16499,107.7
8.16499,108
8.16499,108.3
8.16499,108.6
8.16499,108.9
8.16499,109.2
8.16499,109.5
8.16499,109.8
8.16499,110.1
8.16499,110.4
8.16499,110.7
8.16499,111
8.16499,111.3
8.16499,111.6
8.16499,111.9
8.16499,112.2
7.97821,112.5
7.97821,112.8
7.97821,113.1
7.97821,113.4
7.97821,113.7
7.97821,114
7.97821,114.3
7.97821,114.6
7.97821,114.9
7.97821,115.2
7.97821,115.5
7.97821,115.8
7.97821,116.1
7.97821,116.4
7.97821,116.7
7.97821,117
7.97821,117.3
7.97821,117.6
7.97821,117.9
7.97821,118.2
7.97821,118.5
7.82044,118.8
7.82044,119.1
7.82044,119.4
7.82044,119.7
7.82044,120
7.82044,120.3
7.82044,120.6
7.82044,120.9
7.82044,121.2
7.82044,121.5
7.82044,121.8
7.82044,122.1
7.82044,122.4
7.82044,122.7
7.82044,123
7.82044,123.3
7.82044,123.6
7.82044,123.9
7.82044,124.2
7.82044,124.5
7.82044,124.8
7.69527,125.1
7.69527,125.4
7.69527,125.7
7.69527,126
7.69527,126.3
7.69527,126.6
7.69527,126.9
7.69527,127.2
7.69527,127.5
7.69527,127.8
7.69527,128.1
7.69527,128.4
7.69527,128.7
7.69527,129
7.69527,129.3
7.69527,129.6
7.69527,129.9
7.69527,130.2
7.69527,130.5
7.69527,130.8
7.69527,131.1
7.60615,131.4
7.60615,131.7
7.60615,132
7.60615,132.3
7.60615,132.6
7.60615,132.9
7.60615,133.2
7.60615,133.5
7.60615,133.8
7.60615,134.1
7.60615,134.4
7.60615,134.7
7.60615,135
7.60615,135.3
7.60615,135.6
7.60615,135.9
7.60615,136.2
7.60615,136.5
7.60615,136.8
7.60615,137.1
7.60615,137.4
7.55487,137.7
7.55487,138
7.55487,138.3
7.55487,138.6
7.55487,138.9
7.55487,139.2
7.55487,139.5
7.55487,139.8
7.55487,140.1
7.55487,140.4
7.55487,140.7
7.55487,141
7.55487,141.3
7.55487,141.6
7.55487,141.9
7.55487,142.2
7.55487,142.5
7.55487,142.8
7.55487,143.1
7.55487,143.4
7.55487,143.7
7.54208,144
7.54208,144.3
7.54208,144.6
7.54208,144.9
7.54208,145.2
7.54208,145.5
7.54208,145.8
7.54208,146.1
7.54208,146.4
7.54208,146.7
7.54208,147
7.54208,147.3
7.54208,147.6
7.54208,147.9
7.54208,148.2
7.54208,148.5
7.54208,148.8
7.54208,149.1
7.54208,149.4
7.54208,149.7
7.56663,150
7.56663,150.3
7.56663,150.6
7.56663,150.9
7.56663,151.2
7.56663,151.5
7.56663,151.8
7.56663,152.1
7.56663,152.4
7.56663,152.7
7.56663,153
7.56663,153.3
7.56663,153.6
7.56663,153.9
7.56663,154.2
7.56663,154.5
7.56663,154.8
7.56663,155.1
7.56663,155.4
7.56663,155.7
7.56663,156
7.62707,156.3
7.62707,156.6
7.62707,156.9
7.62707,157.2
7.62707,157.5
7.62707,157.8
7.62707,158.1
7.62707,158.4
7.62707,158.7
7.62707,159
7.62707,159.3
7.62707,159.6
7.62707,159.9
7.62707,160.2
7.62707,160.5
7.62707,160.8
7.62707,161.1
7.62707,161.4
7.62707,161.7
7.62707,162
7.62707,162.3
7.71976,162.6
7.71976,162.9
7.71976,163.2
7.71976,163.5
7.71976,163.8
7.71976,164.1
7.71976,164.4
7.71976,164.7
7.71976,165
7.71976,165.3
7.71976,165.6
7.71976,165.9
7.71976,166.2
7.71976,166.5
7.71976,166.8
7.71976,167.1
7.71976,167.4
7.71976,167.7
7.71976,168
7.71976,168.3
7.71976,168.6
7.84178,168.9
7.84178,169.2
7.84178,169.5
7.84178,169.8
7.84178,170.1
7.84178,170.4
7.84178,170.7
7.84178,171
7.84178,171.3
7.84178,171.6
7.84178,171.9
7.84178,172.2
7.84178,172.5
7.84178,172.8
7.84178,173.1
7.84178,173.4
7.84178,173.7
7.84178,174
7.84178,174.3
7.84178,174.6
7.84178,174.9
7.9898,175.2
7.9898,175.5
7.9898,175.8
7.9898,176.1
7.9898,176.4
7.9898,176.7
7.9898,177
7.9898,177.3
7.9898,177.6
7.9898,177.9
7.9898,178.2
7.9898,178.5
7.9898,178.8
7.9898,179.1
7.9898,179.4
7.9898,179.7
7.9898,180
7.9898,180.3
7.9898,180.6
7.9898,180.9
7.9898,181.2
8.15925,181.5
8.15925,181.8
8.15925,182.1
8.15925,182.4
8.15925,182.7
8.15925,183
8.15925,183.3
8.15925,183.6
8.15925,183.9
8.15925,184.2
8.15925,184.5
8.15925,184.8
8.15925,185.1
8.15925,185.4
8.15925,185.7
8.15925,186
8.15925,186.3
8.15925,186.6
8.15925,186.9
8.15925,187.2
8.34929,187.5
8.34929,187.8
8.34929,188.1
8.34929,188.4
8.34929,188.7
8.34929,189
8.34929,189.3
8.34929,189.6
8.34929,189.9
8.34929,190.2
8.34929,190.5
8.34929,190.8
8.34929,191.1
8.34929,191.4
8.34929,191.7
8.34929,192
8.34929,192.3
8.34929,192.6
8.34929,192.9
8.34929,193.2
8.34929,193.5
8.55212,193.8
8.55212,194.1
8.55212,194.4
8.55212,194.7
8.55212,195
8.55212,195.3
8.55212,195.6
8.55212,195.9
8.55212,196.2
8.55212,196.5
8.55212,196.8
8.55212,197.1
8.55212,197.4
8.55212,197.7
8.55212,198
8.55212,198.3
8.55212,198.6
8.55212,198.9
8.55212,199.2
8.55212,199.5
8.55212,199.8
8.76302,200.1
8.76302,200.4
8.76302,200.7
8.76302,201
8.76302,201.3
8.76302,201.6
8.76302,201.9
8.76302,202.2
8.76302,202.5
8.76302,202.8
8.76302,203.1
8.76302,203.4
8.76302,203.7
8.76302,204
8.76302,204.3
8.76302,204.6
8.76302,204.9
8.76302,205.2
8.76302,205.5
8.76302,205.8
8.76302,206.1
8.97151,206.4
8.97151,206.7
8.97151,207
8.97151,207.3
8.97151,207.6
8.97151,207.9
8.97151,208.2
8.97151,208.5
8.97151,208.8
8.97151,209.1
8.97151,209.4
8.97151,209.7
8.97151,210
8.97151,210.3
8.97151,210.6
8.97151,210.9
8.97151,211.2
8.97151,211.5
8.97151,211.8
8.97151,212.1
8.97151,212.4
9.15986,212.7
9.15986,213
9.15986,213.3
