V_Magnitude,arc_length
9.93174,0
9.93174,0.300003
9.93174,0.600006
9.93174,0.899994
9.93174,1.2
9.93174,1.5
9.93174,1.8
9.93174,2.10001
9.93174,2.39999
9.93174,2.7
9.93174,3
9.93174,3.3
9.93174,3.60001
9.93174,3.89999
9.93174,4.2
9.93174,4.5
9.93174,4.8
9.93174,5.10001
9.93174,5.39999
9.93174,5.7
9.93174,6
9.93174,6.3
9.93174,6.60001
9.93174,6.89999
9.93174,7.2
9.93174,7.5
9.93174,7.8
9.93174,8.10001
9.93174,8.39999
9.93174,8.7
9.93174,9
9.93174,9.3
9.93174,9.60001
9.93174,9.89999
9.93174,10.2
9.93174,10.5
9.93174,10.8
9.93174,11.1
9.93174,11.4
9.93174,11.7
9.93174,12
9.93174,12.3
9.88466,12.6
9.88466,12.9
9.88466,13.2
9.88466,13.5
9.88466,13.8
9.88466,14.1
9.88466,14.4
9.88466,14.7
9.88466,15
9.88466,15.3
9.88466,15.6
9.88466,15.9
9.88466,16.2
9.88466,16.5
9.88466,16.8
9.88466,17.1
9.88466,17.4
9.88466,17.7
9.88466,18
9.88466,18.3
9.88466,18.6
9.88466,18.9
9.88466,19.2
9.88466,19.5
9.88466,19.8
9.88466,20.1
9.88466,20.4
9.88466,20.7
9.88466,21
9.88466,21.3
9.88466,21.6
9.88466,21.9
9.88466,22.2
9.88466,22.5
9.88466,22.8
9.88466,23.1
9.88466,23.4
9.88466,23.7
9.88466,24
9.88466,24.3
9.88466,24.6
9.88466,24.9
9.81328,25.2
9.81328,25.5
9.81328,25.8
9.81328,26.1
9.81328,26.4
9.81328,26.7
9.81328,27
9.81328,27.3
9.81328,27.6
9.81328,27.9
9.81328,28.2
9.81328,28.5
9.81328,28.8
9.81328,29.1
9.81328,29.4
9.81328,29.7
9.81328,30
9.81328,30.3
9.81328,30.6
9.81328,30.9
9.81328,31.2
9.81328,31.5
9.81328,31.8
9.81328,32.1
9.81328,32.4
9.81328,32.7
9.81328,33
9.81328,33.3
9.81328,33.6
9.81328,33.9
9.81328,34.2
9.81328,34.5
9.81328,34.8
9.81328,35.1
9.81328,35.4
9.81328,35.7
9.81328,36
9.81328,36.3
9.81328,36.6
9.81328,36.9
9.81328,37.2
9.81328,37.5
9.71482,37.8
9.71482,38.1
9.71482,38.4
9.71482,38.7
9.71482,39
9.71482,39.3
9.71482,39.6
9.71482,39.9
9.71482,40.2
9.71482,40.5
9.71482,40.8
9.71482,41.1
9.71482,41.4
9.71482,41.7
9.71482,42
9.71482,42.3
9.71482,42.6
9.71482,42.9
9.71482,43.2
9.71482,43.5
9.71482,43.8
9.71482,44.1
9.71482,44.4
9.71482,44.7
9.71482,45
9.71482,45.3
9.71482,45.6
9.71482,45.9
9.71482,46.2
9.71482,46.5
9.71482,46.8
9.71482,47.1
9.71482,47.4
9.71482,47.7
9.71482,48
9.71482,48.3
9.71482,48.6
9.71482,48.9
9.71482,49.2
9.71482,49.5
9.71482,49.8
9.57924,50.1
9.57924,50.4
9.57924,50.7
9.57924,51
9.57924,51.3
9.57924,51.6
9.57924,51.9
9.57924,52.2
9.57924,52.5
9.57924,52.8
9.57924,53.1
9.57924,53.4
9.57924,53.7
9.57924,54
9.57924,54.3
9.57924,54.6
9.57924,54.9
9.57924,55.2
9.57924,55.5
9.57924,55.8
9.57924,56.1
9.57924,56.4
9.57924,56.7
9.57924,57
9.57924,57.3
9.57924,57.6
9.57924,57.9
9.57924,58.2
9.57924,58.5
9.57924,58.8
9.57924,59.1
9.57924,59.4
9.57924,59.7
9.57924,60
9.57924,60.3
9.57924,60.6
9.57924,60.9
9.57924,61.2
9.57924,61.5
9.57924,61.8
9.57924,62.1
9.57924,62.4
9.41349,62.7
9.41349,63
9.41349,63.3
9.41349,63.6
9.41349,63.9
9.41349,64.2
9.41349,64.5
9.41349,64.8
9.41349,65.1
9.41349,65.4
9.41349,65.7
9.41349,66
9.41349,66.3
9.41349,66.6
9.41349,66.9
9.41349,67.2
9.41349,67.5
9.41349,67.8
9.41349,68.1
9.41349,68.4
9.41349,68.7
9.41349,69
9.41349,69.3
9.41349,69.6
9.41349,69.9
9.41349,70.2
9.41349,70.5
9.41349,70.8
9.41349,71.1
9.41349,71.4
9.41349,71.7
9.41349,72
9.41349,72.3
9.41349,72.6
9.41349,72.9
9.41349,73.2
9.41349,73.5
9.41349,73.8
9.41349,74.1
9.41349,74.4
9.41349,74.7
9.2207,75
9.2207,75.3
9.2207,75.6
9.2207,75.9
9.2207,76.2
9.2207,76.5
9.2207,76.8
9.2207,77.1
9.2207,77.4
9.2207,77.7
9.2207,78
9.2207,78.3
9.2207,78.6
9.2207,78.9
9.2207,79.2
9.2207,79.5
9.2207,79.8
9.2207,80.1
9.2207,80.4
9.2207,80.7
9.2207,81
9.2207,81.3
9.2207,81.6
9.2207,81.9
9.2207,82.2
9.2207,82.5
9.2207,82.8
9.2207,83.1
9.2207,83.4
9.2207,83.7
9.2207,84
9.2207,84.3
