V_Magnitude,arc_length
nan,0
nan,0.300003
nan,0.600006
nan,0.899994
nan,1.2
nan,1.5
nan,1.8
nan,2.10001
nan,2.39999
nan,2.7
nan,3
nan,3.3
nan,3.60001
nan,3.89999
nan,4.2
nan,4.5
nan,4.8
nan,5.10001
nan,5.39999
nan,5.7
nan,6
nan,6.3
nan,6.60001
nan,6.89999
nan,7.2
nan,7.5
nan,7.8
nan,8.10001
nan,8.39999
nan,8.7
nan,9
nan,9.3
nan,9.60001
nan,9.89999
nan,10.2
nan,10.5
nan,10.8
nan,11.1
nan,11.4
nan,11.7
nan,12
nan,12.3
nan,12.6
nan,12.9
nan,13.2
nan,13.5
nan,13.8
nan,14.1
nan,14.4
nan,14.7
nan,15
nan,15.3
nan,15.6
nan,15.9
nan,16.2
nan,16.5
nan,16.8
nan,17.1
nan,17.4
nan,17.7
nan,18
nan,18.3
nan,18.6
nan,18.9
nan,19.2
nan,19.5
nan,19.8
nan,20.1
nan,20.4
nan,20.7
nan,21
nan,21.3
nan,21.6
nan,21.9
nan,22.2
nan,22.5
nan,22.8
nan,23.1
nan,23.4
nan,23.7
nan,24
nan,24.3
nan,24.6
nan,24.9
nan,25.2
nan,25.5
nan,25.8
nan,26.1
nan,26.4
nan,26.7
nan,27
nan,27.3
nan,27.6
nan,27.9
nan,28.2
nan,28.5
nan,28.8
nan,29.1
nan,29.4
nan,29.7
nan,30
nan,30.3
nan,30.6
nan,30.9
nan,31.2
nan,31.5
nan,31.8
nan,32.1
nan,32.4
nan,32.7
nan,33
nan,33.3
nan,33.6
nan,33.9
nan,34.2
nan,34.5
nan,34.8
nan,35.1
nan,35.4
9.73804,35.7
9.73804,36
9.73804,36.3
9.73804,36.6
9.73804,36.9
9.73804,37.2
9.73804,37.5
9.73804,37.8
9.73804,38.1
9.73804,38.4
9.73804,38.7
9.73804,39
9.73804,39.3
9.73804,39.6
9.73804,39.9
9.73804,40.2
9.73804,40.5
9.73804,40.8
9.73804,41.1
9.73804,41.4
9.73804,41.7
9.73804,42
9.73804,42.3
9.73804,42.6
9.73804,42.9
9.73804,43.2
9.73804,43.5
9.73804,43.8
9.73804,44.1
9.73804,44.4
9.73804,44.7
9.73804,45
9.73804,45.3
9.73804,45.6
9.73804,45.9
9.73804,46.2
9.73804,46.5
9.73804,46.8
9.73804,47.1
9.73804,47.4
9.73804,47.7
9.73804,48
9.73804,48.3
9.73804,48.6
9.73804,48.9
9.73804,49.2
9.73804,49.5
9.73804,49.8
9.73804,50.1
9.73804,50.4
9.73804,50.7
9.73804,51
9.73804,51.3
9.73804,51.6
9.73804,51.9
9.73804,52.2
9.73804,52.5
9.73804,52.8
9.73804,53.1
9.73804,53.4
9.73804,53.7
9.47978,54
9.47978,54.3
9.47978,54.6
9.47978,54.9
9.47978,55.2
9.47978,55.5
9.47978,55.8
9.47978,56.1
9.47978,56.4
9.47978,56.7
9.47978,57
9.47978,57.3
9.47978,57.6
9.47978,57.9
9.47978,58.2
9.47978,58.5
9.47978,58.8
nan,59.1
nan,59.4
nan,59.7
nan,60
nan,60.3
nan,60.6
nan,60.9
nan,61.2
nan,61.5
nan,61.8
nan,62.1
nan,62.4
nan,62.7
nan,63
nan,63.3
nan,63.6
nan,63.9
nan,64.2
nan,64.5
nan,64.8
9.47978,65.1
9.47978,65.4
9.47978,65.7
9.47978,66
9.25801,66.3
9.25801,66.6
9.25801,66.9
9.25801,67.2
9.25801,67.5
9.25801,67.8
9.25801,68.1
nan,68.4
nan,68.7
nan,69
nan,69.3
nan,69.6
nan,69.9
nan,70.2
nan,70.5
nan,70.8
nan,71.1
nan,71.4
nan,71.7
nan,72
nan,72.3
nan,72.6
nan,72.9
nan,73.2
nan,73.5
nan,73.8
nan,74.1
9.25801,74.4
9.25801,74.7
9.25801,75
9.25801,75.3
9.25801,75.6
9.25801,75.9
9.25801,76.2
9.25801,76.5
9.25801,76.8
9.25801,77.1
9.25801,77.4
9.25801,77.7
9.07616,78
9.07616,78.3
9.07616,78.6
9.07616,78.9
nan,79.2
nan,79.5
nan,79.8
nan,80.1
nan,80.4
nan,80.7
nan,81
nan,81.3
nan,81.6
nan,81.9
9.07616,82.2
9.07616,82.5
9.07616,82.8
9.07616,83.1
9.07616,83.4
9.07616,83.7
8.92712,84
8.92712,84.3
8.92712,84.6
8.92712,84.9
nan,85.2
nan,85.5
nan,85.8
nan,86.1
nan,86.4
nan,86.7
nan,87
nan,87.3
nan,87.6
nan,87.9
8.92712,88.2
8.92712,88.5
8.92712,88.8
8.92712,89.1
8.92712,89.4
8.92712,89.7
8.92712,90
8.76993,90.3
8.76993,90.6
8.76993,90.9
nan,91.2
nan,91.5
nan,91.8
nan,92.1
nan,92.4
nan,92.7
nan,93
nan,93.3
nan,93.6
nan,93.9
8.76993,94.2
8.76993,94.5
8.76993,94.8
8.76993,95.1
8.76993,95.4
8.76993,95.7
8.60886,96
8.60886,96.3
8.60886,96.6
8.60886,96.9
nan,97.2
nan,97.5
nan,97.8
nan,98.1
nan,98.4
nan,98.7
nan,99
nan,99.3
nan,99.6
nan,99.9
8.60886,100.2
8.60886,100.5
8.60886,100.8
8.60886,101.1
8.60886,101.4
8.60886,101.7
8.60886,102
8.44822,102.3
8.44822,102.6
8.44822,102.9
nan,103.2
nan,103.5
nan,103.8
nan,104.1
nan,104.4
nan,104.7
nan,105
nan,105.3
nan,105.6
nan,105.9
8.44822,106.2
8.44822,106.5
8.44822,106.8
8.44822,107.1
8.44822,107.4
8.44822,107.7
8.29483,108
8.29483,108.3
8.29483,108.6
8.29483,108.9
nan,109.2
nan,109.5
nan,109.8
nan,110.1
nan,110.4
nan,110.7
nan,111
nan,111.3
nan,111.6
nan,111.9
8.29483,112.2
8.29483,112.5
8.29483,112.8
8.29483,113.1
8.29483,113.4
8.29483,113.7
8.29483,114
8.15549,114.3
8.15549,114.6
8.15549,114.9
nan,115.2
nan,115.5
nan,115.8
nan,116.1
nan,116.4
nan,116.7
nan,117
nan,117.3
nan,117.6
nan,117.9
8.15549,118.2
8.15549,118.5
8.15549,118.8
8.15549,119.1
8.15549,119.4
8.15549,119.7
8.03503,120
8.03503,120.3
8.03503,120.6
8.03503,120.9
nan,121.2
nan,121.5
nan,121.8
nan,122.1
nan,122.4
nan,122.7
nan,123
nan,123.3
nan,123.6
nan,123.9
8.03503,124.2
8.03503,124.5
8.03503,124.8
8.03503,125.1
8.03503,125.4
8.03503,125.7
8.03503,126
7.93854,126.3
7.93854,126.6
7.93854,126.9
nan,127.2
nan,127.5
nan,127.8
nan,128.1
nan,128.4
nan,128.7
nan,129
nan,129.3
nan,129.6
nan,129.9
7.93854,130.2
7.93854,130.5
7.93854,130.8
7.93854,131.1
7.93854,131.4
7.93854,131.7
7.86934,132
7.86934,132.3
7.86934,132.6
7.86934,132.9
nan,133.2
nan,133.5
nan,133.8
nan,134.1
nan,134.4
nan,134.7
nan,135
nan,135.3
nan,135.6
nan,135.9
7.86934,136.2
7.86934,136.5
7.86934,136.8
7.86934,137.1
7.86934,137.4
7.86934,137.7
7.86934,138
7.82963,138.3
7.82963,138.6
7.82963,138.9
nan,139.2
nan,139.5
nan,139.8
nan,140.1
nan,140.4
nan,140.7
nan,141
nan,141.3
nan,141.6
nan,141.9
7.82963,142.2
7.82963,142.5
7.82963,142.8
7.82963,143.1
7.82963,143.4
7.82963,143.7
7.8199,144
7.8199,144.3
7.8199,144.6
7.8199,144.9
nan,145.2
nan,145.5
nan,145.8
nan,146.1
nan,146.4
nan,146.7
nan,147
nan,147.3
nan,147.6
nan,147.9
7.8199,148.2
7.8199,148.5
7.8199,148.8
7.8199,149.1
7.8199,149.4
7.8199,149.7
7.8199,150
7.83957,150.3
7.83957,150.6
7.83957,150.9
nan,151.2
nan,151.5
nan,151.8
nan,152.1
nan,152.4
nan,152.7
nan,153
nan,153.3
nan,153.6
nan,153.9
7.83957,154.2
7.83957,154.5
7.83957,154.8
7.83957,155.1
7.83957,155.4
7.83957,155.7
7.88718,156
7.88718,156.3
7.88718,156.6
7.88718,156.9
nan,157.2
nan,157.5
nan,157.8
nan,158.1
nan,158.4
nan,158.7
nan,159
nan,159.3
nan,159.6
nan,159.9
7.88718,160.2
7.88718,160.5
7.88718,160.8
7.88718,161.1
7.88718,161.4
7.88718,161.7
7.88718,162
7.96048,162.3
7.96048,162.6
7.96048,162.9
nan,163.2
nan,163.5
nan,163.8
nan,164.1
nan,164.4
nan,164.7
nan,165
nan,165.3
nan,165.6
nan,165.9
7.96048,166.2
7.96048,166.5
7.96048,166.8
7.96048,167.1
7.96048,167.4
7.96048,167.7
8.05669,168
8.05669,168.3
8.05669,168.6
8.05669,168.9
nan,169.2
nan,169.5
nan,169.8
nan,170.1
nan,170.4
nan,170.7
nan,171
nan,171.3
nan,171.6
nan,171.9
8.05669,172.2
8.05669,172.5
8.05669,172.8
8.05669,173.1
8.05669,173.4
