V_Magnitude,arc_length
9.95955,0
9.95955,0.300003
9.95955,0.600006
9.95955,0.899994
9.95955,1.2
9.95955,1.5
9.95955,1.8
9.95955,2.10001
9.95955,2.39999
9.95955,2.7
9.95955,3
9.95955,3.3
9.95955,3.60001
9.95955,3.89999
9.95955,4.2
9.95955,4.5
9.95955,4.8
9.95955,5.10001
9.95955,5.39999
9.95955,5.7
9.95955,6
9.96381,6.3
9.96381,6.60001
9.96381,6.89999
9.96381,7.2
9.96381,7.5
9.96381,7.8
9.96381,8.10001
9.96381,8.39999
9.96381,8.7
9.96381,9
9.96381,9.3
9.96381,9.60001
9.96381,9.89999
9.96381,10.2
9.96381,10.5
9.96381,10.8
9.96381,11.1
9.96381,11.4
9.96381,11.7
9.96381,12
9.96381,12.3
9.96381,12.6
9.96381,12.9
9.96381,13.2
9.96381,13.5
9.96381,13.8
9.96381,14.1
9.96381,14.4
9.96381,14.7
9.96381,15
9.96381,15.3
9.96381,15.6
9.96381,15.9
9.96381,16.2
9.96381,16.5
9.96381,16.8
9.96381,17.1
9.96381,17.4
9.96381,17.7
9.96381,18
9.96181,18.3
9.96181,18.6
9.96181,18.9
9.96181,19.2
9.96181,19.5
9.96181,19.8
9.96181,20.1
9.96181,20.4
9.96181,20.7
9.96181,21
9.96181,21.3
9.96181,21.6
9.96181,21.9
9.96181,22.2
9.96181,22.5
9.96181,22.8
9.96181,23.1
9.96181,23.4
9.96181,23.7
9.95858,24
9.95858,24.3
9.95858,24.6
9.95858,24.9
9.95858,25.2
9.95858,25.5
9.95858,25.8
9.95858,26.1
9.95858,26.4
9.95858,26.7
9.95858,27
9.95858,27.3
9.95858,27.6
9.95858,27.9
9.95858,28.2
9.95858,28.5
9.95858,28.8
9.95858,29.1
9.95858,29.4
9.95858,29.7
9.95858,30
9.98734,30.3
9.98734,30.6
9.98734,30.9
9.98734,31.2
9.98734,31.5
9.98734,31.8
9.98734,32.1
9.98734,32.4
9.98734,32.7
9.98734,33
9.98392,33.3
9.98392,33.6
9.98392,33.9
9.98392,34.2
9.98392,34.5
9.98392,34.8
9.98392,35.1
9.98392,35.4
9.98392,35.7
9.97915,36
9.97915,36.3
9.97915,36.6
9.97915,36.9
9.97915,37.2
9.97915,37.5
9.97915,37.8
9.97915,38.1
9.97915,38.4
9.97915,38.7
9.97915,39
9.9729,39.3
9.9729,39.6
9.9729,39.9
9.9729,40.2
9.9729,40.5
9.9729,40.8
9.9729,41.1
9.9729,41.4
9.9729,41.7
9.96485,42
9.96485,42.3
9.96485,42.6
9.96485,42.9
9.96485,43.2
9.96485,43.5
9.96485,43.8
9.96485,44.1
9.96485,44.4
9.96485,44.7
9.95455,45
9.95455,45.3
9.95455,45.6
9.95455,45.9
9.95455,46.2
9.95455,46.5
9.95455,46.8
9.95455,47.1
9.95455,47.4
9.95455,47.7
9.94143,48
9.94143,48.3
9.94143,48.6
9.94143,48.9
9.94143,49.2
9.94143,49.5
9.94143,49.8
9.94143,50.1
9.94143,50.4
9.94143,50.7
9.94143,51
9.92488,51.3
9.92488,51.6
9.92488,51.9
9.92488,52.2
9.92488,52.5
9.92488,52.8
9.92488,53.1
9.92488,53.4
9.92488,53.7
9.92488,54
9.90414,54.3
9.90414,54.6
9.90414,54.9
9.90414,55.2
9.90414,55.5
9.90414,55.8
9.90414,56.1
9.90414,56.4
9.90414,56.7
9.87837,57
9.87837,57.3
9.87837,57.6
9.87837,57.9
9.87837,58.2
9.87837,58.5
9.87837,58.8
9.87837,59.1
9.87837,59.4
9.87837,59.7
9.84655,60
9.84655,60.3
9.84655,60.6
9.84655,60.9
9.84655,61.2
9.84655,61.5
9.84655,61.8
9.84655,62.1
9.84655,62.4
9.84655,62.7
9.84655,63
9.80751,63.3
9.80751,63.6
9.80751,63.9
9.80751,64.2
9.80751,64.5
9.80751,64.8
9.80751,65.1
9.80751,65.4
9.80751,65.7
9.75981,66
9.75981,66.3
9.75981,66.6
9.75981,66.9
9.75981,67.2
9.75981,67.5
9.75981,67.8
9.75981,68.1
9.75981,68.4
9.75981,68.7
9.70177,69
9.70177,69.3
9.70177,69.6
9.70177,69.9
9.70177,70.2
9.70177,70.5
