V_Magnitude,arc_length
9.98815,0
9.94061,0.300003
9.94061,0.600006
9.94061,0.899994
9.94061,1.2
9.94061,1.5
9.94061,1.8
9.94061,2.10001
9.94061,2.39999
9.94061,2.7
9.94061,3
9.94061,3.3
9.94061,3.60001
9.94061,3.89999
9.94061,4.2
9.94061,4.5
nan,4.8
nan,5.10001
nan,5.39999
nan,5.7
nan,6
nan,6.3
nan,6.60001
nan,6.89999
nan,7.2
nan,7.5
nan,7.8
nan,8.10001
nan,8.39999
nan,8.7
nan,9
nan,9.3
nan,9.60001
nan,9.89999
nan,10.2
nan,10.5
nan,10.8
nan,11.1
nan,11.4
nan,11.7
nan,12
nan,12.3
nan,12.6
nan,12.9
nan,13.2
nan,13.5
nan,13.8
nan,14.1
nan,14.4
nan,14.7
nan,15
nan,15.3
nan,15.6
nan,15.9
nan,16.2
nan,16.5
nan,16.8
nan,17.1
9.94061,17.4
9.94061,17.7
9.94061,18
9.94061,18.3
9.94061,18.6
9.94061,18.9
9.94061,19.2
9.94061,19.5
9.94061,19.8
9.94061,20.1
9.94061,20.4
9.94061,20.7
9.94061,21
9.94061,21.3
9.94061,21.6
9.94061,21.9
9.94061,22.2
9.94061,22.5
9.94061,22.8
9.94061,23.1
9.94061,23.4
9.94061,23.7
9.94061,24
9.94061,24.3
9.94061,24.6
9.94061,24.9
9.79814,25.2
9.79814,25.5
9.79814,25.8
9.79814,26.1
9.79814,26.4
9.79814,26.7
9.79814,27
9.79814,27.3
9.79814,27.6
9.79814,27.9
9.79814,28.2
9.79814,28.5
9.79814,28.8
9.79814,29.1
9.79814,29.4
9.79814,29.7
9.79814,30
9.79814,30.3
9.79814,30.6
9.79814,30.9
9.79814,31.2
9.79814,31.5
9.79814,31.8
9.79814,32.1
9.79814,32.4
9.79814,32.7
nan,33
nan,33.3
nan,33.6
nan,33.9
nan,34.2
nan,34.5
nan,34.8
nan,35.1
nan,35.4
nan,35.7
nan,36
nan,36.3
nan,36.6
nan,36.9
nan,37.2
nan,37.5
nan,37.8
nan,38.1
nan,38.4
nan,38.7
nan,39
nan,39.3
nan,39.6
nan,39.9
nan,40.2
nan,40.5
nan,40.8
nan,41.1
nan,41.4
nan,41.7
nan,42
nan,42.3
nan,42.6
nan,42.9
nan,43.2
nan,43.5
nan,43.8
nan,44.1
nan,44.4
nan,44.7
nan,45
nan,45.3
9.79814,45.6
9.79814,45.9
9.79814,46.2
9.79814,46.5
9.79814,46.8
9.79814,47.1
9.79814,47.4
9.79814,47.7
9.79814,48
9.79814,48.3
9.79814,48.6
9.79814,48.9
9.79814,49.2
9.79814,49.5
9.79814,49.8
9.4837,50.1
9.4837,50.4
9.4837,50.7
9.4837,51
9.4837,51.3
9.4837,51.6
9.4837,51.9
9.4837,52.2
9.4837,52.5
9.4837,52.8
9.4837,53.1
9.4837,53.4
9.4837,53.7
9.4837,54
9.4837,54.3
9.4837,54.6
nan,54.9
nan,55.2
nan,55.5
nan,55.8
nan,56.1
nan,56.4
nan,56.7
nan,57
nan,57.3
nan,57.6
nan,57.9
nan,58.2
nan,58.5
nan,58.8
nan,59.1
nan,59.4
nan,59.7
nan,60
nan,60.3
