V_Magnitude,arc_length
9.9052,0
9.9052,0.300003
9.9052,0.600006
9.9052,0.899994
9.9052,1.2
9.9052,1.5
9.9052,1.8
9.9052,2.10001
9.9052,2.39999
9.9052,2.7
9.9052,3
9.9052,3.3
9.9052,3.60001
9.9052,3.89999
9.9052,4.2
9.9052,4.5
9.9052,4.8
9.9052,5.10001
9.9052,5.39999
9.9052,5.7
9.86604,6
9.86604,6.3
9.86604,6.60001
9.86604,6.89999
9.86604,7.2
9.86604,7.5
9.86604,7.8
9.86604,8.10001
9.86604,8.39999
9.86604,8.7
9.86604,9
9.86604,9.3
9.86604,9.60001
9.86604,9.89999
9.86604,10.2
9.86604,10.5
9.86604,10.8
9.86604,11.1
9.86604,11.4
9.86604,11.7
9.86604,12
9.86604,12.3
9.86604,12.6
9.86604,12.9
9.86604,13.2
9.86604,13.5
9.86604,13.8
9.86604,14.1
9.86604,14.4
9.86604,14.7
9.86604,15
9.86604,15.3
9.86604,15.6
9.86604,15.9
9.86604,16.2
9.86604,16.5
9.86604,16.8
9.86604,17.1
9.86604,17.4
9.86604,17.7
9.86604,18
9.86604,18.3
9.86604,18.6
9.86604,18.9
9.86604,19.2
9.86604,19.5
9.86604,19.8
9.86604,20.1
9.86604,20.4
9.86604,20.7
9.86604,21
9.86604,21.3
9.86604,21.6
9.86604,21.9
9.86604,22.2
9.86604,22.5
9.86604,22.8
9.86604,23.1
9.86604,23.4
9.86604,23.7
9.86604,24
9.86604,24.3
nan,24.6
nan,24.9
nan,25.2
nan,25.5
nan,25.8
nan,26.1
nan,26.4
nan,26.7
nan,27
nan,27.3
nan,27.6
nan,27.9
nan,28.2
nan,28.5
nan,28.8
nan,29.1
nan,29.4
nan,29.7
9.74627,30
9.74627,30.3
9.74627,30.6
9.74627,30.9
9.74627,31.2
9.74627,31.5
9.74627,31.8
9.74627,32.1
9.74627,32.4
9.74627,32.7
9.74627,33
9.74627,33.3
9.74627,33.6
9.74627,33.9
9.74627,34.2
9.74627,34.5
9.74627,34.8
9.74627,35.1
9.74627,35.4
9.74627,35.7
9.74627,36
9.74627,36.3
9.74627,36.6
9.74627,36.9
9.74627,37.2
9.74627,37.5
9.74627,37.8
9.74627,38.1
9.74627,38.4
9.74627,38.7
9.74627,39
9.74627,39.3
9.74627,39.6
9.74627,39.9
9.74627,40.2
9.74627,40.5
9.74627,40.8
9.74627,41.1
9.74627,41.4
9.74627,41.7
9.74627,42
9.74627,42.3
9.74627,42.6
9.74627,42.9
9.74627,43.2
9.74627,43.5
9.74627,43.8
9.74627,44.1
9.74627,44.4
9.74627,44.7
9.74627,45
9.74627,45.3
9.74627,45.6
9.74627,45.9
9.74627,46.2
9.74627,46.5
9.74627,46.8
9.74627,47.1
9.74627,47.4
9.74627,47.7
9.74627,48
9.74627,48.3
9.74627,48.6
9.74627,48.9
9.74627,49.2
9.74627,49.5
9.74627,49.8
9.74627,50.1
9.74627,50.4
9.74627,50.7
9.74627,51
9.74627,51.3
9.74627,51.6
9.74627,51.9
9.74627,52.2
9.74627,52.5
9.74627,52.8
9.74627,53.1
9.74627,53.4
9.74627,53.7
9.74627,54
9.49935,54.3
9.49935,54.6
9.49935,54.9
9.49935,55.2
9.49935,55.5
9.49935,55.8
9.49935,56.1
9.49935,56.4
9.49935,56.7
9.49935,57
9.49935,57.3
9.49935,57.6
9.49935,57.9
9.49935,58.2
9.49935,58.5
9.49935,58.8
9.49935,59.1
9.49935,59.4
9.49935,59.7
9.49935,60
9.49935,60.3
9.49935,60.6
9.49935,60.9
9.49935,61.2
9.49935,61.5
9.49935,61.8
9.49935,62.1
9.49935,62.4
9.49935,62.7
9.49935,63
9.49935,63.3
9.49935,63.6
9.49935,63.9
9.49935,64.2
9.49935,64.5
9.49935,64.8
9.49935,65.1
9.49935,65.4
9.49935,65.7
9.31346,66
9.31346,66.3
9.31346,66.6
9.31346,66.9
9.31346,67.2
9.31346,67.5
9.31346,67.8
9.31346,68.1
9.31346,68.4
9.31346,68.7
9.31346,69
9.31346,69.3
9.31346,69.6
9.31346,69.9
9.31346,70.2
9.31346,70.5
9.31346,70.8
9.31346,71.1
9.31346,71.4
9.31346,71.7
9.17516,72
9.17516,72.3
9.17516,72.6
9.17516,72.9
9.17516,73.2
9.17516,73.5
9.17516,73.8
9.17516,74.1
9.17516,74.4
9.17516,74.7
9.17516,75
9.17516,75.3
9.17516,75.6
9.17516,75.9
9.17516,76.2
9.17516,76.5
9.17516,76.8
9.17516,77.1
9.17516,77.4
9.17516,77.7
9.17516,78
9.08895,78.3
9.08895,78.6
9.08895,78.9
9.08895,79.2
9.08895,79.5
9.08895,79.8
9.08895,80.1
9.08895,80.4
9.08895,80.7
9.0049,81
9.0049,81.3
9.0049,81.6
9.0049,81.9
9.0049,82.2
9.0049,82.5
9.0049,82.8
9.0049,83.1
9.0049,83.4
9.0049,83.7
8.91532,84
8.91532,84.3
8.91532,84.6
8.91532,84.9
8.91532,85.2
8.91532,85.5
8.91532,85.8
8.91532,86.1
8.91532,86.4
8.91532,86.7
8.82161,87
8.82161,87.3
8.82161,87.6
8.82161,87.9
8.82161,88.2
8.82161,88.5
8.82161,88.8
8.82161,89.1
8.82161,89.4
8.82161,89.7
8.82161,90
8.72382,90.3
8.72382,90.6
8.72382,90.9
8.72382,91.2
8.72382,91.5
8.72382,91.8
8.72382,92.1
8.72382,92.4
8.72382,92.7
8.62345,93
8.62345,93.3
8.62345,93.6
8.62345,93.9
8.62345,94.2
8.62345,94.5
8.62345,94.8
8.62345,95.1
8.62345,95.4
8.62345,95.7
8.52209,96
8.52209,96.3
8.52209,96.6
8.52209,96.9
8.52209,97.2
8.52209,97.5
8.52209,97.8
8.52209,98.1
8.52209,98.4
8.52209,98.7
8.52209,99
8.42062,99.3
8.42062,99.6
8.42062,99.9
8.42062,100.2
8.42062,100.5
8.42062,100.8
8.42062,101.1
8.42062,101.4
8.42062,101.7
8.3202,102
8.3202,102.3
8.3202,102.6
8.3202,102.9
8.3202,103.2
8.3202,103.5
8.3202,103.8
8.3202,104.1
8.3202,104.4
8.3202,104.7
8.22157,105
8.22157,105.3
8.22157,105.6
8.22157,105.9
8.22157,106.2
8.22157,106.5
8.22157,106.8
8.22157,107.1
8.22157,107.4
8.22157,107.7
8.22157,108
8.1262,108.3
8.1262,108.6
8.1262,108.9
8.1262,109.2
8.1262,109.5
8.1262,109.8
8.1262,110.1
8.1262,110.4
8.1262,110.7
8.03541,111
8.03541,111.3
8.03541,111.6
8.03541,111.9
8.03541,112.2
8.03541,112.5
8.03541,112.8
8.03541,113.1
8.03541,113.4
8.03541,113.7
8.03541,114
7.94954,114.3
7.94954,114.6
7.94954,114.9
7.94954,115.2
7.94954,115.5
7.94954,115.8
7.94954,116.1
7.94954,116.4
7.94954,116.7
7.86942,117
7.86942,117.3
7.86942,117.6
7.86942,117.9
7.86942,118.2
7.86942,118.5
7.86942,118.8
7.86942,119.1
7.86942,119.4
7.86942,119.7
7.79584,120
7.79584,120.3
7.79584,120.6
7.79584,120.9
7.79584,121.2
7.79584,121.5
7.79584,121.8
7.79584,122.1
7.79584,122.4
7.79584,122.7
7.79584,123
7.72942,123.3
7.72942,123.6
7.72942,123.9
7.72942,124.2
7.72942,124.5
7.72942,124.8
7.72942,125.1
7.72942,125.4
7.72942,125.7
7.67081,126
7.67081,126.3
7.67081,126.6
7.67081,126.9
7.67081,127.2
7.67081,127.5
7.67081,127.8
7.67081,128.1
7.67081,128.4
7.67081,128.7
7.62014,129
7.62014,129.3
7.62014,129.6
7.62014,129.9
7.62014,130.2
7.62014,130.5
7.62014,130.8
7.62014,131.1
7.62014,131.4
7.62014,131.7
7.62014,132
7.57791,132.3
7.57791,132.6
7.57791,132.9
7.57791,133.2
7.57791,133.5
7.57791,133.8
7.57791,134.1
7.57791,134.4
7.57791,134.7
7.54444,135
7.54444,135.3
7.54444,135.6
7.54444,135.9
7.54444,136.2
7.54444,136.5
7.54444,136.8
7.54444,137.1
7.54444,137.4
7.54444,137.7
7.54444,138
7.5199,138.3
7.5199,138.6
7.5199,138.9
7.5199,139.2
7.5199,139.5
7.5199,139.8
7.5199,140.1
7.5199,140.4
7.5199,140.7
7.50445,141
7.50445,141.3
7.50445,141.6
7.50445,141.9
7.50445,142.2
7.50445,142.5
7.50445,142.8
7.50445,143.1
7.50445,143.4
7.50445,143.7
7.49811,144
7.49811,144.3
7.49811,144.6
7.49811,144.9
7.49811,145.2
7.49811,145.5
7.49811,145.8
7.49811,146.1
7.49811,146.4
7.49811,146.7
7.49811,147
7.50081,147.3
7.50081,147.6
7.50081,147.9
7.50081,148.2
7.50081,148.5
7.50081,148.8
7.50081,149.1
7.50081,149.4
7.50081,149.7
7.51234,150
7.51234,150.3
7.51234,150.6
7.51234,150.9
7.51234,151.2
7.51234,151.5
7.51234,151.8
7.51234,152.1
7.51234,152.4
7.51234,152.7
7.53243,153
7.53243,153.3
7.53243,153.6
7.53243,153.9
7.53243,154.2
7.53243,154.5
7.53243,154.8
7.53243,155.1
7.53243,155.4
7.53243,155.7
7.53243,156
7.56077,156.3
7.56077,156.6
7.56077,156.9
7.56077,157.2
7.56077,157.5
7.56077,157.8
7.56077,158.1
7.56077,158.4
7.56077,158.7
7.59711,159
7.59711,159.3
7.59711,159.6
7.59711,159.9
7.59711,160.2
7.59711,160.5
7.59711,160.8
7.59711,161.1
7.59711,161.4
7.59711,161.7
7.59711,162
7.64112,162.3
7.64112,162.6
7.64112,162.9
7.64112,163.2
7.64112,163.5
7.64112,163.8
7.64112,164.1
7.64112,164.4
7.64112,164.7
7.6923,165
7.6923,165.3
7.6923,165.6
7.6923,165.9
7.6923,166.2
7.6923,166.5
7.6923,166.8
7.6923,167.1
7.6923,167.4
7.6923,167.7
7.7502,168
7.7502,168.3
7.7502,168.6
7.7502,168.9
7.7502,169.2
7.7502,169.5
7.7502,169.8
7.7502,170.1
7.7502,170.4
7.7502,170.7
7.7502,171
7.81454,171.3
7.81454,171.6
7.81454,171.9
7.81454,172.2
7.81454,172.5
7.81454,172.8
