V_Magnitude,arc_length
9.97809,0
9.97809,0.300003
9.97809,0.600006
9.97809,0.899994
9.97809,1.2
9.97809,1.5
9.97809,1.8
9.97809,2.10001
9.97809,2.39999
9.97809,2.7
9.97809,3
9.97809,3.3
9.97809,3.60001
9.97809,3.89999
9.97809,4.2
9.97809,4.5
9.97809,4.8
9.97809,5.10001
9.97809,5.39999
9.97809,5.7
9.97809,6
9.96725,6.3
9.96725,6.60001
9.96725,6.89999
9.96725,7.2
9.96725,7.5
9.96725,7.8
9.96725,8.10001
9.96725,8.39999
9.96725,8.7
9.96725,9
9.96725,9.3
9.96725,9.60001
9.96725,9.89999
9.96725,10.2
9.96725,10.5
9.96725,10.8
9.96725,11.1
9.96725,11.4
9.96725,11.7
9.96725,12
9.96725,12.3
9.95232,12.6
9.95232,12.9
9.95232,13.2
9.95232,13.5
9.95232,13.8
9.95232,14.1
9.95232,14.4
9.95232,14.7
9.95232,15
9.95232,15.3
9.95232,15.6
9.95232,15.9
9.95232,16.2
9.95232,16.5
9.95232,16.8
9.95232,17.1
9.95232,17.4
9.95232,17.7
9.95232,18
9.95232,18.3
9.95232,18.6
9.93183,18.9
9.93183,19.2
9.93183,19.5
9.93183,19.8
9.93183,20.1
9.93183,20.4
9.93183,20.7
9.93183,21
9.93183,21.3
9.93183,21.6
9.93183,21.9
9.93183,22.2
9.93183,22.5
9.93183,22.8
9.93183,23.1
9.93183,23.4
9.93183,23.7
9.93183,24
9.93183,24.3
9.93183,24.6
9.93183,24.9
9.90408,25.2
9.90408,25.5
9.90408,25.8
9.90408,26.1
9.90408,26.4
9.90408,26.7
9.90408,27
9.90408,27.3
9.90408,27.6
9.90408,27.9
9.90408,28.2
9.90408,28.5
9.90408,28.8
9.90408,29.1
9.90408,29.4
9.90408,29.7
9.90408,30
9.90408,30.3
9.90408,30.6
9.90408,30.9
9.90408,31.2
9.86692,31.5
9.86692,31.8
9.86692,32.1
9.86692,32.4
9.86692,32.7
9.86692,33
9.86692,33.3
9.86692,33.6
9.86692,33.9
9.86692,34.2
9.86692,34.5
9.86692,34.8
9.86692,35.1
9.86692,35.4
9.86692,35.7
9.86692,36
9.86692,36.3
9.86692,36.6
9.86692,36.9
9.86692,37.2
9.81832,37.5
9.81832,37.8
9.81832,38.1
9.81832,38.4
9.81832,38.7
9.81832,39
9.81832,39.3
9.81832,39.6
9.81832,39.9
9.81832,40.2
9.81832,40.5
9.81832,40.8
9.81832,41.1
9.81832,41.4
9.81832,41.7
9.81832,42
9.81832,42.3
9.81832,42.6
9.81832,42.9
9.81832,43.2
9.81832,43.5
9.75604,43.8
9.75604,44.1
9.75604,44.4
9.75604,44.7
9.75604,45
