V_Magnitude,arc_length
9.84029,0
9.84029,0.300003
9.84029,0.600006
9.84029,0.899994
9.84029,1.2
9.84029,1.5
9.84029,1.8
9.84029,2.10001
9.84029,2.39999
9.84029,2.7
9.84029,3
9.84029,3.3
9.84029,3.60001
9.84029,3.89999
9.84029,4.2
9.84029,4.5
9.84029,4.8
9.84029,5.10001
9.84029,5.39999
9.84029,5.7
9.80836,6
9.80836,6.3
9.80836,6.60001
9.80836,6.89999
9.80836,7.2
9.80836,7.5
9.80836,7.8
9.80836,8.10001
9.80836,8.39999
9.80836,8.7
9.80836,9
9.80836,9.3
9.80836,9.60001
9.80836,9.89999
9.80836,10.2
9.80836,10.5
9.80836,10.8
9.80836,11.1
9.80836,11.4
9.80836,11.7
9.80836,12
9.80836,12.3
9.80836,12.6
9.80836,12.9
9.80836,13.2
9.80836,13.5
9.80836,13.8
9.80836,14.1
9.80836,14.4
9.80836,14.7
9.80836,15
9.80836,15.3
9.80836,15.6
9.80836,15.9
9.80836,16.2
9.80836,16.5
9.80836,16.8
9.80836,17.1
9.80836,17.4
9.80836,17.7
9.80836,18
9.77358,18.3
9.77358,18.6
9.77358,18.9
9.77358,19.2
9.77358,19.5
9.77358,19.8
9.77358,20.1
9.77358,20.4
9.77358,20.7
9.77358,21
9.77358,21.3
9.77358,21.6
9.77358,21.9
9.77358,22.2
9.77358,22.5
9.77358,22.8
9.77358,23.1
9.77358,23.4
9.77358,23.7
9.77358,24
9.74437,24.3
9.74437,24.6
9.74437,24.9
9.74437,25.2
9.74437,25.5
9.74437,25.8
9.74437,26.1
9.74437,26.4
9.74437,26.7
9.74437,27
9.74437,27.3
9.74437,27.6
9.74437,27.9
9.74437,28.2
9.74437,28.5
9.74437,28.8
9.74437,29.1
9.74437,29.4
9.74437,29.7
9.74678,30
9.74678,30.3
9.74678,30.6
9.74678,30.9
9.74678,31.2
9.74678,31.5
9.74678,31.8
9.74678,32.1
9.74678,32.4
9.74678,32.7
9.74678,33
9.72663,33.3
9.72663,33.6
9.72663,33.9
9.72663,34.2
9.72663,34.5
9.72663,34.8
9.72663,35.1
9.72663,35.4
9.72663,35.7
9.70411,36
9.70411,36.3
9.70411,36.6
9.70411,36.9
9.70411,37.2
9.70411,37.5
9.70411,37.8
9.70411,38.1
9.70411,38.4
9.70411,38.7
