V_Magnitude,arc_length
9.97027,0
9.89461,0.300003
9.89461,0.600006
9.89461,0.899994
9.89461,1.2
9.89461,1.5
9.89461,1.8
9.89461,2.10001
9.89461,2.39999
9.89461,2.7
9.89461,3
9.89461,3.3
9.89461,3.60001
9.89461,3.89999
9.89461,4.2
9.89461,4.5
9.89461,4.8
9.89461,5.10001
9.89461,5.39999
9.89461,5.7
9.89461,6
9.89461,6.3
9.89461,6.60001
9.89461,6.89999
9.89461,7.2
9.89461,7.5
9.89461,7.8
nan,8.10001
nan,8.39999
nan,8.7
nan,9
nan,9.3
nan,9.60001
nan,9.89999
nan,10.2
nan,10.5
nan,10.8
nan,11.1
nan,11.4
nan,11.7
nan,12
nan,12.3
nan,12.6
nan,12.9
nan,13.2
nan,13.5
nan,13.8
nan,14.1
nan,14.4
nan,14.7
nan,15
nan,15.3
nan,15.6
nan,15.9
nan,16.2
nan,16.5
nan,16.8
nan,17.1
nan,17.4
nan,17.7
nan,18
nan,18.3
nan,18.6
nan,18.9
nan,19.2
nan,19.5
nan,19.8
nan,20.1
nan,20.4
nan,20.7
nan,21
nan,21.3
nan,21.6
nan,21.9
nan,22.2
nan,22.5
nan,22.8
nan,23.1
nan,23.4
nan,23.7
nan,24
nan,24.3
nan,24.6
nan,24.9
nan,25.2
nan,25.5
nan,25.8
nan,26.1
nan,26.4
nan,26.7
nan,27
nan,27.3
nan,27.6
nan,27.9
nan,28.2
nan,28.5
nan,28.8
nan,29.1
nan,29.4
nan,29.7
nan,30
nan,30.3
nan,30.6
nan,30.9
nan,31.2
nan,31.5
nan,31.8
nan,32.1
nan,32.4
nan,32.7
nan,33
nan,33.3
nan,33.6
nan,33.9
nan,34.2
nan,34.5
nan,34.8
nan,35.1
nan,35.4
nan,35.7
nan,36
nan,36.3
nan,36.6
nan,36.9
nan,37.2
nan,37.5
nan,37.8
nan,38.1
nan,38.4
nan,38.7
nan,39
nan,39.3
nan,39.6
nan,39.9
nan,40.2
nan,40.5
nan,40.8
nan,41.1
nan,41.4
nan,41.7
nan,42
9.75439,42.3
9.75439,42.6
9.75439,42.9
9.75439,43.2
9.75439,43.5
9.75439,43.8
9.75439,44.1
9.75439,44.4
9.75439,44.7
9.75439,45
9.75439,45.3
9.75439,45.6
9.75439,45.9
9.75439,46.2
9.75439,46.5
9.75439,46.8
9.75439,47.1
9.75439,47.4
9.75439,47.7
9.75439,48
9.75439,48.3
9.75439,48.6
9.75439,48.9
9.75439,49.2
9.75439,49.5
9.75439,49.8
9.46741,50.1
9.46741,50.4
9.46741,50.7
9.46741,51
9.46741,51.3
9.46741,51.6
9.46741,51.9
9.46741,52.2
9.46741,52.5
