V_Magnitude,arc_length
10.0335,0
10.0335,0.300003
10.0335,0.600006
10.0335,0.899994
10.0335,1.2
10.0335,1.5
10.0335,1.8
10.0335,2.10001
10.0335,2.39999
10.0335,2.7
10.0335,3
10.0335,3.3
10.0335,3.60001
10.0335,3.89999
10.0335,4.2
10.0335,4.5
10.0335,4.8
10.0335,5.10001
10.0335,5.39999
10.0335,5.7
10.0335,6
10.0324,6.3
10.0324,6.60001
10.0324,6.89999
10.0324,7.2
10.0324,7.5
10.0324,7.8
10.0324,8.10001
10.0324,8.39999
10.0324,8.7
10.0324,9
10.0324,9.3
10.0324,9.60001
10.0324,9.89999
10.0324,10.2
10.0324,10.5
10.0324,10.8
10.0324,11.1
10.0324,11.4
10.0324,11.7
10.0324,12
10.0324,12.3
10.0308,12.6
10.0308,12.9
10.0308,13.2
10.0308,13.5
10.0308,13.8
10.0308,14.1
10.0308,14.4
10.0308,14.7
10.0308,15
10.0308,15.3
10.0308,15.6
10.0308,15.9
10.0308,16.2
10.0308,16.5
10.0308,16.8
10.0308,17.1
10.0308,17.4
10.0308,17.7
10.0308,18
10.0308,18.3
10.0308,18.6
10.0283,18.9
10.0283,19.2
10.0283,19.5
10.0283,19.8
10.0283,20.1
10.0283,20.4
10.0283,20.7
10.0283,21
10.0283,21.3
10.0283,21.6
10.0283,21.9
10.0283,22.2
10.0283,22.5
10.0283,22.8
10.0283,23.1
10.0283,23.4
10.0283,23.7
10.0283,24
10.0283,24.3
10.0283,24.6
10.0283,24.9
10.0239,25.2
10.0239,25.5
10.0239,25.8
10.0239,26.1
10.0239,26.4
10.0239,26.7
10.0239,27
10.0239,27.3
10.0239,27.6
10.0239,27.9
10.0239,28.2
10.0239,28.5
10.0239,28.8
10.0239,29.1
10.0239,29.4
10.0239,29.7
10.0239,30
10.0239,30.3
10.0239,30.6
10.0239,30.9
10.0239,31.2
10.0162,31.5
10.0162,31.8
10.0162,32.1
10.0162,32.4
10.0162,32.7
10.0162,33
10.0162,33.3
10.0162,33.6
10.0162,33.9
10.0162,34.2
10.0162,34.5
10.0162,34.8
10.0162,35.1
10.0162,35.4
10.0162,35.7
10.0162,36
