V_Magnitude,arc_length
9.95779,0
9.95127,0.300003
9.95127,0.600006
9.95127,0.899994
9.95127,1.2
9.95127,1.5
9.95127,1.8
9.95127,2.10001
9.95127,2.39999
9.95127,2.7
9.95127,3
9.94392,3.3
9.94392,3.60001
9.94392,3.89999
9.94392,4.2
9.94392,4.5
9.94392,4.8
9.94392,5.10001
9.94392,5.39999
9.94392,5.7
9.94392,6
9.93563,6.3
9.93563,6.60001
9.93563,6.89999
9.93563,7.2
9.93563,7.5
9.93563,7.8
9.93563,8.10001
9.93563,8.39999
9.93563,8.7
9.93563,9
9.93563,9.3
9.92628,9.60001
9.92628,9.89999
9.92628,10.2
9.92628,10.5
9.92628,10.8
9.92628,11.1
9.92628,11.4
9.92628,11.7
9.92628,12
9.92628,12.3
9.91571,12.6
9.91571,12.9
9.91571,13.2
9.91571,13.5
9.91571,13.8
9.91571,14.1
9.91571,14.4
9.91571,14.7
9.91571,15
9.91571,15.3
9.91571,15.6
9.90383,15.9
9.90383,16.2
9.90383,16.5
9.90383,16.8
9.90383,17.1
9.90383,17.4
9.90383,17.7
9.90383,18
9.90383,18.3
9.90383,18.6
9.89047,18.9
9.89047,19.2
9.89047,19.5
9.89047,19.8
9.89047,20.1
9.89047,20.4
9.89047,20.7
9.89047,21
9.89047,21.3
9.89047,21.6
9.87549,21.9
9.87549,22.2
9.87549,22.5
9.87549,22.8
9.87549,23.1
9.87549,23.4
9.87549,23.7
9.87549,24
9.87549,24.3
9.87549,24.6
9.87549,24.9
9.85871,25.2
9.85871,25.5
9.85871,25.8
9.85871,26.1
9.85871,26.4
9.85871,26.7
9.85871,27
9.85871,27.3
9.85871,27.6
9.85871,27.9
9.83993,28.2
9.83993,28.5
9.83993,28.8
9.83993,29.1
9.83993,29.4
9.83993,29.7
9.83993,30
9.83993,30.3
9.83993,30.6
9.83993,30.9
9.83993,31.2
9.81903,31.5
9.81903,31.8
9.81903,32.1
9.81903,32.4
9.81903,32.7
9.81903,33
9.81903,33.3
9.81903,33.6
9.81903,33.9
9.81903,34.2
9.7958,34.5
9.7958,34.8
9.7958,35.1
9.7958,35.4
9.7958,35.7
9.7958,36
9.7958,36.3
9.7958,36.6
9.7958,36.9
9.7958,37.2
9.7701,37.5
9.7701,37.8
9.7701,38.1
9.7701,38.4
9.7701,38.7
9.7701,39
9.7701,39.3
9.7701,39.6
9.7701,39.9
9.7701,40.2
9.7701,40.5
9.74169,40.8
9.74169,41.1
9.74169,41.4
9.74169,41.7
9.74169,42
9.74169,42.3
9.74169,42.6
9.74169,42.9
9.74169,43.2
9.74169,43.5
9.71044,43.8
9.71044,44.1
9.71044,44.4
9.71044,44.7
9.71044,45
9.71044,45.3
9.71044,45.6
9.71044,45.9
9.71044,46.2
9.71044,46.5
9.71044,46.8
9.67615,47.1
9.67615,47.4
9.67615,47.7
9.67615,48
9.67615,48.3
9.67615,48.6
9.67615,48.9
9.67615,49.2
9.67615,49.5
9.67615,49.8
9.63867,50.1
9.63867,50.4
9.63867,50.7
9.63867,51
9.63867,51.3
9.63867,51.6
9.63867,51.9
9.63867,52.2
9.63867,52.5
9.63867,52.8
9.63867,53.1
9.5978,53.4
9.5978,53.7
9.5978,54
9.5978,54.3
9.5978,54.6
9.5978,54.9
9.5978,55.2
9.5978,55.5
9.5978,55.8
9.5978,56.1
9.55345,56.4
9.55345,56.7
9.55345,57
9.55345,57.3
9.55345,57.6
9.55345,57.9
9.55345,58.2
9.55345,58.5
9.55345,58.8
9.55345,59.1
9.50554,59.4
9.50554,59.7
9.50554,60
9.50554,60.3
9.50554,60.6
9.50554,60.9
9.50554,61.2
9.50554,61.5
9.50554,61.8
9.50554,62.1
9.50554,62.4
9.45385,62.7
9.45385,63
9.45385,63.3
9.45385,63.6
9.45385,63.9
