V_Magnitude,arc_length
9.9757,0
9.9757,0.300003
9.9757,0.600006
9.9757,0.899994
9.9757,1.2
9.9757,1.5
9.9757,1.8
9.9757,2.10001
9.9757,2.39999
9.9757,2.7
9.9757,3
9.9757,3.3
9.9757,3.60001
9.9757,3.89999
9.9757,4.2
9.9757,4.5
9.9757,4.8
9.9757,5.10001
9.9757,5.39999
9.9757,5.7
9.98704,6
9.98704,6.3
9.98704,6.60001
9.98704,6.89999
9.98704,7.2
9.98704,7.5
9.98704,7.8
9.98704,8.10001
9.98704,8.39999
9.98704,8.7
9.98704,9
9.98704,9.3
9.98704,9.60001
9.98704,9.89999
9.98704,10.2
9.98704,10.5
9.98704,10.8
9.98704,11.1
9.98704,11.4
9.98704,11.7
9.98704,12
9.98704,12.3
9.98704,12.6
9.98704,12.9
9.98704,13.2
9.98704,13.5
9.98704,13.8
9.98704,14.1
9.98704,14.4
9.98704,14.7
9.98704,15
9.98704,15.3
9.98704,15.6
9.98704,15.9
9.98704,16.2
9.98704,16.5
9.98704,16.8
9.98704,17.1
9.98704,17.4
9.98704,17.7
9.98704,18
9.98522,18.3
9.98522,18.6
9.98522,18.9
9.98522,19.2
9.98522,19.5
9.98522,19.8
9.98522,20.1
9.98522,20.4
9.98522,20.7
9.98522,21
9.98522,21.3
9.98522,21.6
9.98522,21.9
9.98522,22.2
9.98522,22.5
9.98522,22.8
9.98522,23.1
9.98522,23.4
9.98522,23.7
9.98395,24
9.98395,24.3
9.98395,24.6
9.98395,24.9
9.98395,25.2
9.98395,25.5
9.98395,25.8
9.98395,26.1
9.98395,26.4
9.98395,26.7
9.98191,27
9.98191,27.3
9.98191,27.6
9.98191,27.9
9.98191,28.2
9.98191,28.5
9.98191,28.8
9.98191,29.1
9.98191,29.4
9.98191,29.7
9.98191,30
10.0097,30.3
10.0097,30.6
10.0097,30.9
10.0097,31.2
10.0085,31.5
10.0085,31.8
10.0085,32.1
10.0085,32.4
10.0085,32.7
10.0085,33
10.0069,33.3
10.0069,33.6
10.0069,33.9
10.0069,34.2
10.0069,34.5
10.0048,34.8
10.0048,35.1
10.0048,35.4
10.0048,35.7
10.0025,36
10.0025,36.3
10.0025,36.6
10.0025,36.9
10.0025,37.2
10.0025,37.5
9.99981,37.8
9.99981,38.1
9.99981,38.4
9.99981,38.7
9.99981,39
9.99683,39.3
9.99683,39.6
9.99683,39.9
9.99683,40.2
9.99347,40.5
9.99347,40.8
9.99347,41.1
9.99347,41.4
9.99347,41.7
9.98968,42
9.98968,42.3
9.98968,42.6
9.98968,42.9
9.98968,43.2
9.98968,43.5
9.9854,43.8
9.9854,44.1
9.9854,44.4
9.9854,44.7
9.98063,45
9.98063,45.3
9.98063,45.6
9.98063,45.9
9.98063,46.2
