V_Magnitude,arc_length
9.9079,0
9.9079,0.300003
9.9079,0.600006
9.9079,0.899994
9.9079,1.2
9.9079,1.5
9.9079,1.8
9.9079,2.10001
9.9079,2.39999
9.9079,2.7
9.9079,3
9.9079,3.3
9.9079,3.60001
9.9079,3.89999
9.9079,4.2
9.9079,4.5
9.9079,4.8
9.9079,5.10001
9.9079,5.39999
9.9079,5.7
9.88249,6
9.88249,6.3
9.88249,6.60001
9.88249,6.89999
9.88249,7.2
9.88249,7.5
9.88249,7.8
9.88249,8.10001
9.88249,8.39999
9.88249,8.7
9.88249,9
9.88249,9.3
9.88249,9.60001
9.88249,9.89999
9.88249,10.2
9.88249,10.5
9.88249,10.8
9.88249,11.1
9.88249,11.4
9.88249,11.7
9.88249,12
9.88249,12.3
9.88249,12.6
9.88249,12.9
9.88249,13.2
9.88249,13.5
9.88249,13.8
9.88249,14.1
9.88249,14.4
9.88249,14.7
9.88249,15
9.88249,15.3
9.88249,15.6
9.88249,15.9
9.88249,16.2
9.88249,16.5
9.88249,16.8
9.88249,17.1
9.88249,17.4
9.88249,17.7
9.85863,18
9.85863,18.3
9.85863,18.6
9.85863,18.9
9.85863,19.2
9.85863,19.5
9.85863,19.8
9.85863,20.1
9.85863,20.4
9.85863,20.7
9.85863,21
9.85863,21.3
9.85863,21.6
9.85863,21.9
9.85863,22.2
9.85863,22.5
9.85863,22.8
9.85863,23.1
9.85863,23.4
9.85863,23.7
9.85863,24
9.8362,24.3
9.8362,24.6
9.8362,24.9
9.8362,25.2
9.8362,25.5
9.8362,25.8
9.8362,26.1
9.8362,26.4
9.8362,26.7
9.8362,27
9.8362,27.3
9.8362,27.6
9.8362,27.9
9.8362,28.2
9.8362,28.5
9.8362,28.8
9.8362,29.1
9.8362,29.4
9.8362,29.7
9.84491,30
9.84491,30.3
9.84491,30.6
9.84491,30.9
9.84491,31.2
9.84491,31.5
9.84491,31.8
9.84491,32.1
9.84491,32.4
9.84491,32.7
9.84491,33
9.82787,33.3
9.82787,33.6
9.82787,33.9
9.82787,34.2
9.82787,34.5
9.82787,34.8
9.82787,35.1
9.82787,35.4
9.82787,35.7
9.80799,36
9.80799,36.3
9.80799,36.6
9.80799,36.9
9.80799,37.2
9.80799,37.5
9.80799,37.8
9.80799,38.1
9.80799,38.4
9.80799,38.7
9.80799,39
9.78523,39.3
9.78523,39.6
9.78523,39.9
9.78523,40.2
9.78523,40.5
9.78523,40.8
9.78523,41.1
9.78523,41.4
9.78523,41.7
9.7593,42
9.7593,42.3
9.7593,42.6
9.7593,42.9
9.7593,43.2
9.7593,43.5
9.7593,43.8
9.7593,44.1
9.7593,44.4
9.7593,44.7
9.7593,45
9.72995,45.3
9.72995,45.6
9.72995,45.9
9.72995,46.2
9.72995,46.5
9.72995,46.8
9.72995,47.1
9.72995,47.4
9.72995,47.7
9.69684,48
9.69684,48.3
9.69684,48.6
9.69684,48.9
9.69684,49.2
9.69684,49.5
9.69684,49.8
9.69684,50.1
9.69684,50.4
9.69684,50.7
9.65962,51
9.65962,51.3
9.65962,51.6
9.65962,51.9
9.65962,52.2
9.65962,52.5
9.65962,52.8
9.65962,53.1
9.65962,53.4
9.65962,53.7
9.61806,54
9.61806,54.3
9.61806,54.6
9.61806,54.9
9.61806,55.2
9.61806,55.5
9.61806,55.8
9.61806,56.1
9.61806,56.4
9.61806,56.7
9.61806,57
9.57181,57.3
9.57181,57.6
9.57181,57.9
9.57181,58.2
9.57181,58.5
9.57181,58.8
9.57181,59.1
9.57181,59.4
9.57181,59.7
9.52053,60
9.52053,60.3
9.52053,60.6
9.52053,60.9
9.52053,61.2
9.52053,61.5
9.52053,61.8
9.52053,62.1
9.52053,62.4
9.52053,62.7
9.52053,63
9.46401,63.3
9.46401,63.6
9.46401,63.9
9.46401,64.2
9.46401,64.5
9.46401,64.8
9.46401,65.1
9.46401,65.4
9.46401,65.7
9.40194,66
9.40194,66.3
9.40194,66.6
9.40194,66.9
9.40194,67.2
9.40194,67.5
9.40194,67.8
9.40194,68.1
9.40194,68.4
9.40194,68.7
9.40194,69
9.33405,69.3
9.33405,69.6
9.33405,69.9
9.33405,70.2
9.33405,70.5
9.33405,70.8
9.33405,71.1
9.33405,71.4
9.33405,71.7
9.26009,72
9.26009,72.3
9.26009,72.6
9.26009,72.9
9.26009,73.2
9.26009,73.5
9.26009,73.8
9.26009,74.1
9.26009,74.4
9.26009,74.7
9.17975,75
9.17975,75.3
9.17975,75.6
9.17975,75.9
9.17975,76.2
9.17975,76.5
9.17975,76.8
9.17975,77.1
9.17975,77.4
9.17975,77.7
9.09276,78
9.09276,78.3
9.09276,78.6
9.09276,78.9
9.09276,79.2
9.09276,79.5
9.09276,79.8
9.09276,80.1
9.09276,80.4
9.09276,80.7
9.09276,81
8.99958,81.3
8.99958,81.6
8.99958,81.9
8.99958,82.2
8.99958,82.5
8.99958,82.8
8.99958,83.1
8.99958,83.4
8.99958,83.7
8.90064,84
8.90064,84.3
8.90064,84.6
8.90064,84.9
8.90064,85.2
8.90064,85.5
8.90064,85.8
8.90064,86.1
8.90064,86.4
8.90064,86.7
8.90064,87
8.79735,87.3
8.79735,87.6
8.79735,87.9
8.79735,88.2
8.79735,88.5
8.79735,88.8
8.79735,89.1
8.79735,89.4
8.79735,89.7
8.69076,90
8.69076,90.3
8.69076,90.6
8.69076,90.9
8.69076,91.2
8.69076,91.5
8.69076,91.8
8.69076,92.1
8.69076,92.4
8.69076,92.7
8.69076,93
8.5822,93.3
8.5822,93.6
8.5822,93.9
8.5822,94.2
8.5822,94.5
8.5822,94.8
8.5822,95.1
8.5822,95.4
8.5822,95.7
8.47263,96
8.47263,96.3
8.47263,96.6
8.47263,96.9
8.47263,97.2
8.47263,97.5
8.47263,97.8
8.47263,98.1
8.47263,98.4
8.47263,98.7
8.36348,99
8.36348,99.3
8.36348,99.6
8.36348,99.9
8.36348,100.2
8.36348,100.5
8.36348,100.8
8.36348,101.1
8.36348,101.4
8.36348,101.7
8.25658,102
8.25658,102.3
8.25658,102.6
8.25658,102.9
8.25658,103.2
8.25658,103.5
8.25658,103.8
8.25658,104.1
8.25658,104.4
8.25658,104.7
8.25658,105
8.15191,105.3
8.15191,105.6
8.15191,105.9
8.15191,106.2
8.15191,106.5
8.15191,106.8
8.15191,107.1
8.15191,107.4
8.15191,107.7
8.05083,108
8.05083,108.3
8.05083,108.6
8.05083,108.9
8.05083,109.2
8.05083,109.5
8.05083,109.8
8.05083,110.1
8.05083,110.4
8.05083,110.7
8.05083,111
7.95483,111.3
7.95483,111.6
7.95483,111.9
7.95483,112.2
7.95483,112.5
7.95483,112.8
7.95483,113.1
7.95483,113.4
7.95483,113.7
7.86433,114
7.86433,114.3
7.86433,114.6
7.86433,114.9
7.86433,115.2
7.86433,115.5
7.86433,115.8
7.86433,116.1
7.86433,116.4
7.86433,116.7
7.86433,117
7.78023,117.3
7.78023,117.6
7.78023,117.9
7.78023,118.2
7.78023,118.5
7.78023,118.8
7.78023,119.1
7.78023,119.4
7.78023,119.7
7.70306,120
7.70306,120.3
7.70306,120.6
7.70306,120.9
7.70306,121.2
7.70306,121.5
7.70306,121.8
7.70306,122.1
7.70306,122.4
7.70306,122.7
7.63351,123
7.63351,123.3
7.63351,123.6
7.63351,123.9
7.63351,124.2
7.63351,124.5
7.63351,124.8
7.63351,125.1
7.63351,125.4
7.63351,125.7
7.57224,126
7.57224,126.3
7.57224,126.6
7.57224,126.9
7.57224,127.2
7.57224,127.5
7.57224,127.8
7.57224,128.1
7.57224,128.4
7.57224,128.7
7.57224,129
7.51933,129.3
7.51933,129.6
7.51933,129.9
7.51933,130.2
7.51933,130.5
7.51933,130.8
7.51933,131.1
7.51933,131.4
7.51933,131.7
7.47523,132
7.47523,132.3
7.47523,132.6
7.47523,132.9
7.47523,133.2
7.47523,133.5
7.47523,133.8
7.47523,134.1
7.47523,134.4
7.47523,134.7
7.47523,135
7.44034,135.3
7.44034,135.6
7.44034,135.9
7.44034,136.2
7.44034,136.5
7.44034,136.8
7.44034,137.1
7.44034,137.4
7.44034,137.7
7.41476,138
7.41476,138.3
