V_Magnitude,arc_length
nan,0
nan,0.300003
nan,0.600006
nan,0.899994
nan,1.2
nan,1.5
nan,1.8
nan,2.10001
nan,2.39999
nan,2.7
nan,3
nan,3.3
nan,3.60001
9.84579,3.89999
9.84579,4.2
9.84579,4.5
9.84579,4.8
9.84579,5.10001
9.84579,5.39999
9.84579,5.7
9.84579,6
9.78602,6.3
9.78602,6.60001
9.78602,6.89999
9.78602,7.2
9.78602,7.5
9.78602,7.8
9.78602,8.10001
9.78602,8.39999
9.78602,8.7
9.78602,9
9.78602,9.3
9.78602,9.60001
9.78602,9.89999
9.78602,10.2
9.78602,10.5
9.78602,10.8
9.78602,11.1
9.78602,11.4
9.78602,11.7
9.78602,12
9.78602,12.3
9.78602,12.6
9.78602,12.9
9.78602,13.2
9.78602,13.5
9.78602,13.8
9.78602,14.1
9.78602,14.4
9.78602,14.7
9.78602,15
9.78602,15.3
9.78602,15.6
nan,15.9
nan,16.2
nan,16.5
nan,16.8
nan,17.1
nan,17.4
nan,17.7
nan,18
nan,18.3
nan,18.6
nan,18.9
nan,19.2
nan,19.5
nan,19.8
nan,20.1
nan,20.4
nan,20.7
nan,21
nan,21.3
nan,21.6
nan,21.9
nan,22.2
nan,22.5
nan,22.8
nan,23.1
nan,23.4
nan,23.7
nan,24
nan,24.3
nan,24.6
nan,24.9
nan,25.2
nan,25.5
nan,25.8
nan,26.1
nan,26.4
nan,26.7
nan,27
nan,27.3
nan,27.6
9.78602,27.9
9.78602,28.2
9.78602,28.5
9.78602,28.8
9.78602,29.1
9.78602,29.4
9.78602,29.7
9.64363,30
9.64363,30.3
9.64363,30.6
9.64363,30.9
9.64363,31.2
9.64363,31.5
9.64363,31.8
9.64363,32.1
9.64363,32.4
9.64363,32.7
9.64363,33
9.64363,33.3
9.64363,33.6
9.64363,33.9
9.64363,34.2
9.64363,34.5
9.64363,34.8
9.64363,35.1
9.64363,35.4
9.64363,35.7
9.64363,36
9.64363,36.3
9.64363,36.6
9.64363,36.9
9.64363,37.2
9.64363,37.5
9.64363,37.8
9.64363,38.1
9.64363,38.4
9.64363,38.7
9.64363,39
9.64363,39.3
9.64363,39.6
nan,39.9
nan,40.2
nan,40.5
nan,40.8
nan,41.1
nan,41.4
nan,41.7
nan,42
nan,42.3
nan,42.6
nan,42.9
nan,43.2
nan,43.5
nan,43.8
nan,44.1
nan,44.4
nan,44.7
nan,45
nan,45.3
nan,45.6
nan,45.9
nan,46.2
nan,46.5
nan,46.8
nan,47.1
nan,47.4
nan,47.7
nan,48
nan,48.3
nan,48.6
nan,48.9
nan,49.2
nan,49.5
nan,49.8
nan,50.1
nan,50.4
nan,50.7
nan,51
nan,51.3
nan,51.6
9.64363,51.9
9.64363,52.2
9.64363,52.5
9.64363,52.8
9.64363,53.1
9.64363,53.4
9.64363,53.7
9.64363,54
9.43174,54.3
9.43174,54.6
9.43174,54.9
nan,55.2
nan,55.5
nan,55.8
nan,56.1
nan,56.4
nan,56.7
nan,57
nan,57.3
nan,57.6
nan,57.9
nan,58.2
nan,58.5
nan,58.8
nan,59.1
nan,59.4
nan,59.7
nan,60
nan,60.3
nan,60.6
nan,60.9
9.43174,61.2
9.43174,61.5
9.43174,61.8
9.43174,62.1
9.43174,62.4
9.43174,62.7
9.43174,63
9.43174,63.3
9.43174,63.6
9.43174,63.9
9.43174,64.2
9.43174,64.5
9.43174,64.8
9.43174,65.1
9.43174,65.4
9.43174,65.7
9.43174,66
9.26404,66.3
9.26404,66.6
9.26404,66.9
9.26404,67.2
9.26404,67.5
9.26404,67.8
9.26404,68.1
nan,68.4
nan,68.7
nan,69
nan,69.3
nan,69.6
nan,69.9
nan,70.2
nan,70.5
nan,70.8
nan,71.1
nan,71.4
nan,71.7
nan,72
nan,72.3
nan,72.6
nan,72.9
nan,73.2
nan,73.5
nan,73.8
nan,74.1
9.26404,74.4
9.26404,74.7
9.26404,75
9.26404,75.3
9.26404,75.6
9.26404,75.9
9.26404,76.2
9.26404,76.5
9.26404,76.8
9.26404,77.1
9.26404,77.4
9.26404,77.7
9.26404,78
9.14812,78.3
9.14812,78.6
9.14812,78.9
nan,79.2
nan,79.5
nan,79.8
nan,80.1
nan,80.4
nan,80.7
nan,81
nan,81.3
nan,81.6
nan,81.9
9.14812,82.2
9.14812,82.5
9.14812,82.8
9.14812,83.1
9.14812,83.4
9.14812,83.7
9.0483,84
9.0483,84.3
9.0483,84.6
9.0483,84.9
nan,85.2
nan,85.5
nan,85.8
nan,86.1
nan,86.4
nan,86.7
nan,87
nan,87.3
nan,87.6
nan,87.9
9.0483,88.2
9.0483,88.5
9.0483,88.8
9.0483,89.1
9.0483,89.4
9.0483,89.7
9.0483,90
8.94685,90.3
8.94685,90.6
8.94685,90.9
nan,91.2
nan,91.5
nan,91.8
nan,92.1
nan,92.4
nan,92.7
nan,93
nan,93.3
nan,93.6
nan,93.9
8.94685,94.2
8.94685,94.5
8.94685,94.8
8.94685,95.1
8.94685,95.4
8.94685,95.7
8.84546,96
8.84546,96.3
8.84546,96.6
8.84546,96.9
nan,97.2
nan,97.5
nan,97.8
nan,98.1
nan,98.4
nan,98.7
nan,99
nan,99.3
nan,99.6
nan,99.9
8.84546,100.2
8.84546,100.5
8.84546,100.8
8.84546,101.1
8.84546,101.4
8.84546,101.7
8.84546,102
8.7472,102.3
8.7472,102.6
8.7472,102.9
nan,103.2
nan,103.5
nan,103.8
nan,104.1
nan,104.4
nan,104.7
nan,105
nan,105.3
nan,105.6
nan,105.9
8.7472,106.2
8.7472,106.5
8.7472,106.8
8.7472,107.1
8.7472,107.4
8.7472,107.7
8.65523,108
8.65523,108.3
8.65523,108.6
8.65523,108.9
nan,109.2
nan,109.5
nan,109.8
nan,110.1
nan,110.4
nan,110.7
nan,111
nan,111.3
nan,111.6
nan,111.9
8.65523,112.2
8.65523,112.5
8.65523,112.8
8.65523,113.1
8.65523,113.4
8.65523,113.7
8.65523,114
8.57215,114.3
8.57215,114.6
8.57215,114.9
nan,115.2
nan,115.5
nan,115.8
nan,116.1
nan,116.4
nan,116.7
nan,117
nan,117.3
nan,117.6
nan,117.9
8.57215,118.2
8.57215,118.5
8.57215,118.8
8.57215,119.1
8.57215,119.4
8.57215,119.7
8.50142,120
8.50142,120.3
8.50142,120.6
8.50142,120.9
nan,121.2
nan,121.5
nan,121.8
nan,122.1
nan,122.4
nan,122.7
nan,123
nan,123.3
nan,123.6
nan,123.9
8.50142,124.2
8.50142,124.5
8.50142,124.8
8.50142,125.1
8.50142,125.4
8.50142,125.7
8.50142,126
8.44503,126.3
8.44503,126.6
8.44503,126.9
nan,127.2
nan,127.5
nan,127.8
nan,128.1
nan,128.4
nan,128.7
nan,129
nan,129.3
nan,129.6
nan,129.9
8.44503,130.2
8.44503,130.5
8.44503,130.8
8.44503,131.1
8.44503,131.4
8.44503,131.7
8.40536,132
8.40536,132.3
8.40536,132.6
8.40536,132.9
nan,133.2
nan,133.5
nan,133.8
nan,134.1
nan,134.4
nan,134.7
nan,135
nan,135.3
nan,135.6
nan,135.9
8.40536,136.2
8.40536,136.5
8.40536,136.8
8.40536,137.1
8.40536,137.4
8.40536,137.7
8.40536,138
8.38348,138.3
8.38348,138.6
8.38348,138.9
nan,139.2
nan,139.5
nan,139.8
nan,140.1
nan,140.4
nan,140.7
nan,141
nan,141.3
nan,141.6
nan,141.9
8.38348,142.2
8.38348,142.5
8.38348,142.8
8.38348,143.1
8.38348,143.4
8.38348,143.7
8.37973,144
8.37973,144.3
8.37973,144.6
8.37973,144.9
nan,145.2
nan,145.5
nan,145.8
nan,146.1
nan,146.4
nan,146.7
nan,147
nan,147.3
nan,147.6
nan,147.9
8.37973,148.2
8.37973,148.5
8.37973,148.8
8.37973,149.1
8.37973,149.4
8.37973,149.7
8.37973,150
8.39387,150.3
8.39387,150.6
8.39387,150.9
nan,151.2
nan,151.5
nan,151.8
nan,152.1
nan,152.4
nan,152.7
nan,153
nan,153.3
nan,153.6
nan,153.9
8.39387,154.2
8.39387,154.5
8.39387,154.8
8.39387,155.1
8.39387,155.4
8.39387,155.7
8.42537,156
8.42537,156.3
8.42537,156.6
8.42537,156.9
nan,157.2
nan,157.5
nan,157.8
nan,158.1
nan,158.4
nan,158.7
nan,159
nan,159.3
nan,159.6
nan,159.9
8.42537,160.2
8.42537,160.5
8.42537,160.8
8.42537,161.1
8.42537,161.4
8.42537,161.7
8.42537,162
8.47277,162.3
8.47277,162.6
8.47277,162.9
nan,163.2
nan,163.5
nan,163.8
nan,164.1
nan,164.4
nan,164.7
nan,165
nan,165.3
nan,165.6
nan,165.9
8.47277,166.2
8.47277,166.5
8.47277,166.8
8.47277,167.1
8.47277,167.4
8.47277,167.7
8.53393,168
8.53393,168.3
8.53393,168.6
8.53393,168.9
nan,169.2
nan,169.5
nan,169.8
nan,170.1
nan,170.4
nan,170.7
nan,171
nan,171.3
nan,171.6
